,0,1,2,3,4,5,6,7
852,Yasmina,4.0,Luxembourg,,the style of the hotel,"the breakfast was not as good as expected, served cold asked for an omelette wait too long to get it. organisation for the breakfast not operationnal too long to wait in the morning, some peaple of the staff not nice at all contrary to some other very very good and friendly, ( in the BAR and in the breakfast service and Conciergerie). no peignoir in the room, waiting time for the lift too long etc etc...",Août 2021,Commentaire envoyé le 30 août 2021
853,Afrah,9.0,Koweït,,"Location, clean",Price too high not included breakfast,Août 2021,Commentaire envoyé le 27 août 2021
854,Stacy,4.0,États-Unis,,Convenient to Disneyland Paris; clean room,"Hard, uncomfortable beds  Worn out decor  Unappetizing buffet breakfast",Août 2021,Commentaire envoyé le 8 août 2021
855,Michael,10.0,Allemagne,,The staff was very friendly and super helpful. I was able to have all questions answered and needs fulfilled. The hotel was super clean and well staffed. I would recommend the hotel to all family and friends.,,Août 2021,Commentaire envoyé le 6 août 2021
856,Julie,3.0,Espagne,,swimming pool was great and towels and lockers provided,"Only one restaurant open, no options.  No place to buy a snack or sandwich. Hotel shop really big but ONLY sold disney products! No toiletries, no emery boards and I broke my charger for the iphone and they didn't sell those either - considering they make you download the disney app the minute you get there so you can access things!  In most hotels they would even lend you one, all they did was give me directions to the nearest train station shop or mall!  I was only there for 3 nights!  The bed mattresses were horribly cheap, all the furniture was old and bashed in, there was no tea and coffee facilities - in your room - but a machine 2 corridors away with a credit limit for your room of 4 drinks!  For the whole time we were there the ice machine never worked once.  No room service, just a breakfast service for 38 euros per person or the hotel breakfast for euros 51 for an adult and one child, no flexibility, if your child is over 2 it can eat 2 thirds of an adult amount.  In all of the parks the food outlets are incredibly expensive and all the same offerings, just calling the outlet a different name!  Make the effort and go to Florida!",Août 2021,Commentaire envoyé le 5 août 2021
857,Rayan,3.0,Arabie saoudite,,Location is perfect.,"No Rome service to our room, and also there is no minibar! Or a small fridge in the room.",Août 2021,Commentaire envoyé le 4 août 2021
858,Joecharles,9.0,Allemagne,,"Had to change room because the Air Conditioning unit wasn't working. No big deal, the staff reacted quickly and moved us to another room without hesitation.",N/A,Août 2021,Commentaire envoyé le 1 août 2021
859,P,2.0,Allemagne,,Design ok,"No comfort/ facilities in the room, not even the possibility to make a coffee or tee , no slippers, no mini bar, no laundry bag, the view of the room directly to the construction side , longwhy to reach the room, furniture in the bathroom damaged, no bathrobe, I was not allowed to buy breakfast only for the children,  forced to buy also for me ,even if i don't wanted, really bad this point..for 430 eur really not good",Juillet 2021,Commentaire envoyé le 30 juillet 2021
860,Mano,10.0,Israël,,Everything,Housekeeping they dont clean the room good,Juillet 2021,Commentaire envoyé le 24 juillet 2021
861,Traveling,5.0,États-Unis,,"Other than the location, not worth the cost.","We got stuck in the bathroom bc the door jammed. There was a smell from the toilet. Didn’t like the curtain to enter the bathroom. When you turned the light on, other people staying with you woke up. The cost was outrageous compared to other hotels we stayed at. Just overall a disappointing stay other than the location.",Juillet 2021,Commentaire envoyé le 14 juillet 2021
862,Petra,4.0,Malte,,Hotel is walking distance to the park   .,Staff speak no English.  Poor concierge. No covid swab facilities. Food is not fit for dogs. It's cruelly disgusting. Nothing good to eat in the area. All the restaurants are full.  No lift close to my room. Had to walk a mile to get to it. Toilet was extremely small. No cleaning done through out my stay. When you are paying 400 a night for two people it's expected.,Juin 2021,Commentaire envoyé le 29 juin 2021
863,Muzaffer,1.0,Turquie,,Hotel just so near disneyland and la ville vilage,Everyday fıx menu for dinner You are waiting so much for chechk in and check out.(1 hour) We stay for 3 days they didnt clean are rooms,Juin 2021,Commentaire envoyé le 25 juin 2021
864,Frankiefrie,9.0,Belgique,,Great location for Disneyland Paris. The deco was very fresh and nautical. The staff was friendly and helpful. Beautiful view of the lake. The room was very clean and peaceful.,The water saving shower head kept changing the water temperature from too cold to too hot. And the AC could not be set below 21 degrees so it stayed quite warm in the room. I would have liked to have a top sheet on the bed instead of just a comforter.,Juin 2021,Commentaire envoyé le 22 juin 2021
865,Nele,4.0,Belgique,,-location - disneyland,"- only 4 plugs and no usb - small room cause of a desk taking a lot of space - because of covid no housekeeping but staying three nights two ladies one set of tiny toilletries is just not enough - lounge is worthless: breakfast is the same as in the regular restaurant but you are eating with your knees in your nexk at a small bar table, the teatime was pretty worthless sweet stuff was ok but salty stuff not tasty at all. We were two but would not get even one of each item let alone two so we would always have to ask for more and more making us feel very greedy. Ecening it is just canned softdrinks and hot drinks - after spending the last 20 birthdays in a Disney park this was the very first time no recognition at all: no card, no gift, no balloon, no cupcake I already downgraded my next booking to standard",Octobre 2020,Commentaire envoyé le 18 octobre 2020
866,Vanja,10.0,Pays-Bas,,"We booked hotel for 2 nights, my wife celebrated her B-day during our stay,stuff surprised her with balloons, gift and cookies which was very nice gesture. Stuff was really helpful and friendly. Hotel was very clean and rooms are very cozy. We had free hot drinks during our stay,also very nice. In one sentence,amazing experience and totally worth of the money that you pay!",,Septembre 2020,Commentaire envoyé le 15 septembre 2020
867,Paul,10.0,Royaume-Uni,,"The size and the welcome factor, it did not disappoint. Would stay here again as the hotel has everything you require and is a very short walk to the Disney park",Nothing not to like,Août 2020,Commentaire envoyé le 28 août 2020
868,Nuno,10.0,Portugal,,Location staff quality price,,Juillet 2020,Commentaire envoyé le 30 juillet 2020
869,Lucia,10.0,Italie,,It was a nice experience and I really enjoyed it with my family. I also love going to the park early that was so nice!,I only wish the shuttle service would start earlier but it’s OK. Like at four will be nice for the early flights to come out at seven.,Mars 2020,Commentaire envoyé le 14 mars 2020
870,Anna,5.0,Suisse,,"Very comfortable beds. Quiet, clean room, basically as it should be.","For the fairly expensive rate involved we were 'entitled' to a few drinks from a machine a VERY LONG WAY from our room. It would probably have been better if we had never been told about this lukewarm, so called 'entitlement'. Also, hardly any convenient shelf space in the actual bathroom/toilet. VERY poor selection of TV stations. Wash basin practically blocked - should have been checked by housekeeping. No convenient electric plug near the window bed. Generally inconsistent approach to security. We didn't bother with breakfast as it was clearly overpriced for normal appetites.",Mars 2020,Commentaire envoyé le 13 mars 2020
871,Laura,9.0,Royaume-Uni,,"Good food, loved pool,",I fridge or tea and coffee in room,Mars 2020,Commentaire envoyé le 7 mars 2020
872,Sebastian,4.0,Suisse,,The dinner is fantastic. The room was nice.,The breakfast at 28 euros a head is miserable. There's hot food but it's all cold. The coffee is disgusting and from a machine that looks long outdated. It's in a room that is hot and very noisy.,Mars 2020,Commentaire envoyé le 4 mars 2020
873,Clint,4.0,Royaume-Uni,,How friendly the receptionist staff was.,No hot drinks facilities are in room The restaurant  serves pink chicken and expensive for the quality of food,Février 2020,Commentaire envoyé le 29 février 2020
874,Rihana,5.0,Afrique du Sud,,This hotel is conveniently located for access to the parks.,"This is flat out over priced, the rooms are dated with no amenities, no kettle or even plug points next to the bed. Beyond that, there are 2 restaurants only which are always fully booked and there are no alternatives close by. Absolutely not worth the money.",Février 2020,Commentaire envoyé le 26 février 2020
875,Nikki,10.0,Royaume-Uni,,The location was fab and also the swimming pool was brilliant for the kids!,,Février 2020,Commentaire envoyé le 20 février 2020
876,Dee,9.6,Royaume-Uni,,The staff were lovely and very helpful. Rooms are very clean and food in the Cape Cod was delicious!,Food on the expensive side!,Février 2020,Commentaire envoyé le 16 février 2020
877,Kasey,10.0,Royaume-Uni,,This is the most beautiful Disney hotel in my opinion. Fantastic service and beautiful decor. Highly recommend,Nothing!,Février 2020,Commentaire envoyé le 9 février 2020
878,Michael,9.2,Royaume-Uni,,"The hotel is gorgeous, and though massive, never felt too busy. Compass Club check-in was brilliant, friendly, fast, and efficient. Compass Club Lounge is beautiful, spacious and comfortable, and the food on offer for breakfast and at tea time was outstanding. The pool is excellent, and the grounds are beautiful. The room was spacious and comfortable.",The mattress could have been thicker and less springy.,Janvier 2020,Commentaire envoyé le 28 janvier 2020
879,Abdullah,3.0,Koweït,,The furniture was great  And the atmosphere as well,The room was not provided with any thing even water  No room survive unless you pay 10 euro extra,Janvier 2020,Commentaire envoyé le 15 janvier 2020
880,Anonyme,6.0,États-Unis,,close to Disneyland,"way overpriced, especially food",Mars 2022,Commentaire envoyé le 25 mars 2022
881,Anonyme,8.0,Allemagne,,The important is that our child was happy😀. It's magical afterall🥰.,What I don't like is that there is no complimentary water at all.,Octobre 2021,Commentaire envoyé le 14 octobre 2021
882,Anonyme,6.0,Royaume-Uni,,Good position,Rooms need refresh. Had to ask for replacement towels etc at 6pm as room not cleaned TV  choice poor Very few English stations. Disney TV on loop that was broken,Février 2020,Commentaire envoyé le 20 février 2020
883,Anonyme,6.0,Royaume-Uni,,Beds although they could be bigger. Pool and pool staff. Al la carte restaurant. Location.,Staff helpful and friendly to start with. Upon check. out very unhelpful and unpleasant attitudes. Cape cod restaurant. Cleanliness.,Janvier 2020,Commentaire envoyé le 30 janvier 2020
884,Anonyme,1.0,Bahreïn,,I only liked the exceptional service and politeness of one of the hotel receptionist which her name is Alienor.,"-Poor service, no one picks the phone when I call for anything. -No room service available!!! “unless you are a star member or club member” -No water in the room, one day I asked for water and what I got was an empty cup and a coffee capsule. -I called because there was a fault in the AC but no one came to fix the AC unit. -it clearly shows that they cannot handle that much of customers",Juillet 2022,Commentaire envoyé le 25 juillet 2022
885,Anonyme,4.0,Émirats arabes unis,,,very far from the lobby,Mars 2022,Commentaire envoyé le 7 avril 2022
886,Anonyme,9.0,Royaume-Uni,,"spacious, within short walk of the parks","No Room Service  , Long waits",Mars 2022,Commentaire envoyé le 8 mars 2022
887,Anonyme,5.0,Malte,,close to the park,old furniture lack of communication not even a small complimentary water for the second night. asked the hotel to put up a surprise for my daughter s 18th birthday through messages from booking.com but never replied to my messages. thank god our hotel in Paris managed to surprise her post birthday,Novembre 2021,Commentaire envoyé le 27 novembre 2021
888,Anonyme,1.0,Royaume-Uni,,great location,everything far to expensive,Octobre 2021,Commentaire envoyé le 31 octobre 2021
889,Anonyme,10.0,Pays-Bas,,The help we got after oure car tyre blow up. Excelent,,Octobre 2021,Commentaire envoyé le 6 octobre 2021
890,Anonyme,10.0,Royaume-Uni,,"Beautiful hotel, clean & perfect location. Really friendly, helpful staff.",,Septembre 2021,Commentaire envoyé le 30 septembre 2021
891,Anonyme,4.0,Émirats arabes unis,,Location only,"Bad services, filthy towels, housekeeping very poor, restaurants food very bad",Juillet 2021,Commentaire envoyé le 24 juillet 2021
892,Anonyme,5.0,Royaume-Uni,,The view from the room was lovely. The beds were very comfortable and the bath was lovely and big.  Very easy check in and out.,Needed a clean - lots of cobwebs and dust Toiletries were lacking/used.  No tea/coffee making facilites,Mars 2020,Commentaire envoyé le 14 mars 2020
893,Anonyme,10.0,Malaisie,,"The room is awesome. The location is great. Check in is smooth. The staff arrange us to check in early, we really appreciated him so much.",No,Février 2020,Commentaire envoyé le 4 mars 2020
894,Encarnacion,6.0,Espagne,,localización,"no pusieron jabon, no limpiaron la habitación ni vaciaron la papelera",Décembre 2022,Commentaire envoyé le 29 décembre 2022
895,Encarnacion,8.0,Espagne,,localización,"al llegar el suelo no estaba limpio, había incluso algún trozo de plástico",Décembre 2022,Commentaire envoyé le 29 décembre 2022
896,אודליה,7.0,Israël,,אווירה וקרבה לפארק עצמו,"שירות ללא שירות , עברנו בידוק ביטחוני ואת המזוודות נאלצנו להעביר בעצמנו לבל ובוי בטענה שיש לו עומס ביצענו צק אין למרות שהחדר היה מוכן וקידדו לנו את המפתחות נאמר בפירוש לחזור אחרי השעה 3 שירשמו רק את מספרי החדרים יום למחרת בתשע בבוקר החדרנים התחילו לדפוק בדלתות לזרז עזיבות ארוחת בןקר לא שווה את המחיר, הקפה היה הדבר היחיד שהיה טעים",Décembre 2022,Commentaire envoyé le 18 décembre 2022
897,Cesare,7.0,Italie,,pulizia accoglienza,assistenza post prenotazione scarsa,Décembre 2022,Commentaire envoyé le 12 décembre 2022
898,Marij,7.0,Pays-Bas,,de Disney sfeer waar je in terecht komt,"we zaten in de oost-vleugel, we moesten heel erg lang lopen voor we bij onze kamer waren, dat was jammer en onhandig met 2 kleine kinderen. daarnaast was het eten matig bij cape cod.",Décembre 2022,Commentaire envoyé le 12 décembre 2022
899,Julia,8.0,Allemagne,,"Wundervoller Seeblick (sogar mit nicht gebuchter Terrasse) Sehr freundliches Personal - jederzeit war ein Ansprechpartner vorhanden  Trennung von Waschbecken und Toilette/Wanne war ideal für 4 Personen in einem Zimmer Datillierte Zimmergestaltung  Schwimmhalle und Sportbereich sind einfach gehalten, aber sehr angenehm.",Fernseher hatte einen Weiß-Fehler & da kein Smart TV auch kein Disneyplus,Décembre 2022,Commentaire envoyé le 8 décembre 2022
900,Joeri,8.0,Belgique,,De kamer was zeer netjes en de bedden lagen zeer goed. Vlak bij Disney village en prachtig zicht over het leer met in de verte andere hotels.,Vond de kamer persoonlijk wat verouderd eruit ziende en hier en daar waren er wat beschadigingen.,Novembre 2022,Commentaire envoyé le 28 novembre 2022
901,Carolina,8.0,Italie,,l’arredamento e l’atmosfera,"un po’ cara, colazione in avvicinabile",Novembre 2022,Commentaire envoyé le 22 novembre 2022
902,Cathrin,7.0,Norvège,,beliggenheten og atmosfæren,dårlig at ikke frokost var inkludert i prisen,Novembre 2022,Commentaire envoyé le 15 novembre 2022
903,Lisa,8.0,Belgique,,"Goede locatie, je kan te voet naar het park. Mooi thema. Zeer gezellig hotel. Ruime kamers.","Ik was er voor mijn verjaardag en had dit doorgegeven via het boeken. Er werd niks over gezegd, zelfs geen felicitatie.",Octobre 2022,Commentaire envoyé le 29 octobre 2022
904,Pb,6.0,Israël,,"את הקירבה לפארק, את הנוף והסביבה",,Octobre 2022,Commentaire envoyé le 26 octobre 2022
905,Vladyslav,6.0,Ukraine,,близость к парку,состояние номеров очень старое и изношенное,Septembre 2022,Commentaire envoyé le 23 octobre 2022
906,Mamyokophoto89,6.0,Japon,,,お部屋までが遠い。,Septembre 2022,Commentaire envoyé le 22 octobre 2022
907,Tomomi,6.0,Japon,,多少不便さはあったけど、セキュリティがしっかりしていて良かった。 バスに乗ってリゾートまで行けるので快適でした。,２日目にパークで遊んで部屋に戻ると、知らない人の荷物がありました。 キャリーケースとトートバッグのようなものとビジネスバックです。 それが私たちの荷物と並んで置いてありました。 レセプションに電話をするも繋がらず、とりあえず他の繋がりそうなところに電話をして「知らない人の荷物がある」と伝えたところ、「レセプションまで届けて」と言われました。 知らない人の荷物を触るのは嫌だし、何かなくなったと言われても困ると思い、何度もレセプションに電話をしたところようやく繋がりました。 レセプションの人に部屋番号を言うと「エリザベスですか？」と聞かれました。 私はエリザベスではありません。 何だかこわいと思いました。 他人の荷物が置かれていたということは、客が部屋に入れたのでしょうか。 逆に自分の荷物が他人の部屋に運ばれていたらと思うとゾッとします。,Octobre 2022,Commentaire envoyé le 18 octobre 2022
908,Panda_k,7.0,Royaume-Uni,,海や船をテーマにしホテルで、ディズニーの世界観を楽しめた。バスタブ付きで疲れが癒せた。,部屋によるが、入口から客室までの移動距離が非常に長く、歩き疲れた体にはこたえた。エレベーターは複数あるが、それでも朝食の時間帯などは混雑がひどく、早めに入園したい場合は時間に余裕を持って行動すべきだった。部屋に冷蔵庫があるとなおよかった。,Octobre 2022,Commentaire envoyé le 18 octobre 2022
909,Juan,7.0,Espagne,,"La habitación para una familia esta bien, sin más, no cabe mucho más, no tiene armarios para guardar la ropa, solo una cómoda y en el baño algo para colgar. Se ve al hotel ya un poco viejo, no tiene mucho atractivo para niños. El aire acondicionado está todo el día encendido, y tu no puedes apagarlo, te lo apagan desde recepción. La cama es super cómoda y agradable. Lo mejor es donde está y que así entras 1 hora antes a Disney.","Todo es muy justito, baño pasable, bañera y ducha funcional sin más. Toallas muy usadas. En general es práctico pero esta viejo. La próxima vez buscaremos algo atractivo para los niños, quizá en verano sea mejor por las piscinas, no para resto del año.",Octobre 2022,Commentaire envoyé le 13 octobre 2022
910,Manami,8.0,Japon,,フランス語がわからないと知ると、簡単な英語で伝えようとしてくれてとても助かりました。,部屋に冷蔵庫がない事,Octobre 2022,Commentaire envoyé le 9 octobre 2022
911,Julia,6.0,Allemagne,,Buffets waren toll,"Terrasse schmutzig und mit Müll, Frühstück und Zimmer sehr teuer",Octobre 2022,Commentaire envoyé le 3 octobre 2022
912,Martino,7.0,Mexique,,La cercania al parques!,Tv....muy chica!!! Falta frigo bar... Solamente dos bottella de agua!!! Muy poco café !!! Caminar mucho por llegar al cuartos!!! No hay maleteros!!!,Septembre 2022,Commentaire envoyé le 19 septembre 2022
913,Sira,6.0,Pays-Bas,,dichtbij het park,te chaotisch,Septembre 2022,Commentaire envoyé le 19 septembre 2022
914,Slawomir,8.0,Pologne,,Znakomita lokalizacja dla zwiedzających Disneyland.,Śniadanie przeciętne jak na ten standard hotelu.,Août 2022,Commentaire envoyé le 18 septembre 2022
915,Meirav,7.0,Israël,,,"לילדה היתה יום הולדת באותו היום, ביקשתי בקבלה קצת התייחסות בחדר, אבל לא  היתה. הפקידת קבלה בכניסה לא היתה נחמדה בכלל, השעה היתה כמעט שלוש ועדיין לא קיבלנו את החדר, אחרי טיסה מתישה ויום קשוח ועוד היינו צריכים להספיק ליוורודיסני.",Septembre 2022,Commentaire envoyé le 18 septembre 2022
916,Bilal,7.0,Venezuela,,,la limpieza y servicio en las dos habitaciones no fue buena,Septembre 2022,Commentaire envoyé le 12 septembre 2022
917,Marion,7.0,Allemagne,,"Das Hotelangebot und der Pool, sowie die Sauberkeit und die Freundlichkeit und Hilfsbereitschaft des Personals. Und natürlich die Lage unmittelbar angrenzend an die Parks.","Da ich vor fast 30 Jahren schon mal da war, war ich von dem Zimmer enttäuscht. Ich habe Probleme mit einem Fuß und hatte gefühlt das Zimmer, das am weitesten vom Empfang weg war. Im Vergleich zu 1994 war das Zimmer für 4 Personen viel zu klein.",Août 2022,Commentaire envoyé le 29 août 2022
918,Muhammad,8.0,Arabie saoudite,,قريب من ديزني لاند  و الاوت ليت  الاستقبال كان جيد,سعر الغرف مبالغ فية و الاصوات الخارجية تسمع بالغرف مناشف الحمام كانت مستهلكة و تنظيف الغرفة لم يكن جيد,Août 2022,Commentaire envoyé le 23 août 2022
919,גולן,7.0,Israël,,המיקום היה נחמד לדיסני האוטובוס שלוקח אותך לדיסני,1.לא יתכן שבמחיר כזה אפילו מזוודות לא מעלים לחדרים ואתה אמור להיות בלבוי עם חמש מזוודות  2.חדרים יחסית קטנים ודי ישנים כול המלון כזה ישן ומיושן  3.המחיר לתמורה זה לא פחות מעקיצה  4 לדעתי יש לחפש מלון יותר מודרני אפילו בקרבת קניון והאאוטלייט 5.הגענו לארבע ימים מיותר מקסימום להערכתי שיש לשהות במלון הזה הוא יומיים 6.ארוחת בוקר שלא כלולה במחיר הוספתי 100 יורו למשפחה בת ארבעה נפשות  ארוחת בוקר יחסית דלה למי לא אוכל את הבשרים,Août 2022,Commentaire envoyé le 14 août 2022
920,Johan,8.0,Pays-Bas,,,"Alles in het hele park in Frans, zouden meer Engelstalig moeten uitvoeren in alles",Août 2022,Commentaire envoyé le 14 août 2022
921,Abdulaziz,6.0,Arabie saoudite,,تعامل الاستقبال,لايوجد مني بار وكانت خدمة الحقائب سيئه,Août 2022,Commentaire envoyé le 13 août 2022
922,Taixiang,6.0,Allemagne,,位置优越,入住没有人员带领 安检复杂重复 走廊潮湿阴暗 房间服务不明确 服务员效率慢 餐厅令人无法想象的糟糕,Août 2022,Commentaire envoyé le 12 août 2022
923,Jose,8.0,Brésil,,localização,"achei quartos pequenos para família, não ficou muito confortável",Juillet 2022,Commentaire envoyé le 10 août 2022
924,Shigeki,7.0,Royaume-Uni,,綺麗で雰囲気の良いホテル、コンシェルジュの対応も良かった,シャワーのホースが長すぎて不衛生,Août 2022,Commentaire envoyé le 10 août 2022
925,Yu,7.0,République tchèque,,停车方便。另外可以提前1小时入园，能按时赶上的话，几乎不要排队玩掉2-3个热门的项目。,,Juillet 2022,Commentaire envoyé le 29 juillet 2022
926,Gustavo,7.0,Brésil,,"Localização, estrutura e personagens no hotel.",Poucas opções de alimentação no hotel para quem não compra o plano da Disney,Juillet 2022,Commentaire envoyé le 26 juillet 2022
927,Maksymilian,7.0,Autriche,,"Alles sehr schönn und gut eingerichtet, Pool oft genutzt und gut gegessen.","Dass im bereits hoch angesetzten Zimmerpreis nicht einmal das Frühstück inkludiert ist, das dann pro Person nochmal mit 28€ zu Buche schlägt, ist eine Frechheit.",Juillet 2022,Commentaire envoyé le 15 juillet 2022
928,Marián,8.0,Espagne,,la cercanía a los parques de Disneyland,"la relación calidad-precio los baños necesitan una renovación para hacerlos más modernos pensé que por ser un parque en Disneyland tendría una experiencia más “disney”, tipo la decoración o la aparición de personajes pero no ha sido así",Juillet 2022,Commentaire envoyé le 10 juillet 2022
929,Alejandro,8.0,Espagne,,"tranquilo, cerca del parque y muy bonito",las habitaciones les hace falta remodelar,Juillet 2022,Commentaire envoyé le 9 juillet 2022
930,Aron,8.0,Israël,,"Расположение отеля, комната","Персонал, всё надо было просить и чай, и мыло и салфетки, всё очень экономно",Juillet 2022,Commentaire envoyé le 5 juillet 2022
931,Leila,7.0,Mozambique,,"Localização optima, pequeno almoço optimo.","Os serviço de quarto foram péssimos, só limpavam o básico, não repunham os cafés açúcares etc. limpavam mal as wc .",Juin 2022,Commentaire envoyé le 4 juillet 2022
932,Enrique,8.0,Espagne,,Todo!,Nada,Juin 2022,Commentaire envoyé le 29 juin 2022
933,Yosuke,6.0,Japon,,ディズニーランドパリの閉園後も、ホテルまでの帰路にも遅くまでショップが開いているので歩いて帰っても楽しく過ごすことができます。,ルームサービスを2人分頼んだが、翌日間違って1人分しか提供されなかった。その際に2人分請求されたが、後で数量を確認したらもう2人分作り直してくれたが、さらに2人分の請求されそうになった。ホテル側の間違いでの作り直しだと指摘したら、無料となった。しかし、そのやり取りのせいでエクストラ・マジック・タイムが使えず、公式ホテルに泊まったメリットがなくなってしまった。ホテル側の対応もひどかった。,Mai 2022,Commentaire envoyé le 25 juin 2022
934,Cerqueira,8.0,Brésil,,"Eu gostei do padrão Disney: Beleza, conforto  e uma boa manutenção dos móveis, tapete, etc. Achei o quarto confortável, mas pequeno. Já fiquei em outros hotéis da Disney e também achei os quartos pequenos. Eu pedi 2 camas de solteiro e me deram uma cama de casal. Fiquei em um quarto no último andar (área Compass) com uma vista linda para um lago. A diária foi extremamente CARA. Não achei um bom custo-benefício.","Dentro do quarto do Hotel o banheiro não tinha barras de apoio para quem tem mais de 50 anos poder se apoiar. Ao entrar e sair da banheira onde fica o chuveiro eu levei um tombo grande e poderia ter me quebrado toda. Por sorte não aconteceu nada de grave. Na Estação de trem perto do Hotel (que atende somente a Disney) não tem nenhuma placa ou informação de como chegar ao Hotel. Também não tem indicação se existe transfer gratuito para quem fica nos Hotéis Disney. Na área Village, onde tem algumas lojas e uns 5 restaurantes, também não existe indicação para lugar nenhum. O pior é que também não tem funcionários para dar informação. Quem nunca foi a Disney Paris fica perdido. Acredito que a Disney tinha que melhorar essa parte e colocar placas informativas.",Juin 2022,Commentaire envoyé le 21 juin 2022
935,Stefanie,8.0,Allemagne,,"Pool war top, Lage ist natürlich auch richtig gut, Stil des Hotels hat gefallen. Zimmer war schön geräumig, Terrasse samt Schattenplatz war auch toll. Beschwerden wurden ernstgenommen und man war sehr hilfsbereit. Haben sogar ein Geschenk zum Geburtstag bekommen (nicht bezahlt).","Sauberkeit: haben öfter nochmals den Zimmerservice kommen lassen müssen. In öffentlichen Bereichen war es okay, aber auch nicht gerade tip top. Essen ist sehr eintönig. Immer das Gleiche Fast Food.",Juin 2022,Commentaire envoyé le 18 juin 2022
936,Ronen,8.0,Israël,,"מלון מרשים מאוד, יש אלמטנים יפים של דיסני צוות המלון אדיב וחלקם מאוד חייכנים ופונים לעזרת האורחים שלא מתמצאים.  לא לקחנו ארוחות בגלל המחיר היקר ואכלנו כל בוקר בסטארבקס שבדיסני ווילאג'.  בלובי המלון יש חנות דיסני מהממת.  המיקום מצוין, מרחק הליכה של כמה דקות מהפארקים ומתחנת הרכבת למי שצריך.  יש אוטובוסים בחינם בכניסה למלון שמגיעים כל 15 דקות ולוקחים לפארקים ולתחנת רכבת.","כשהגענו לחדר, היה ריח ממש חזק של זיעה.. כנראה מי שניקה הריח לא טוב וזה ממש נתקע בחדר. הפיתרון של הצוות היה לפתוח חלון כשלא היינו בחדר.  כשחזרנו בערב, כל החדר היה מפוצץ יתושים וחרקים! הם כיסו את כל הקירות ולא יכולנו לישון שם. ביקשנו 3 פעמים מהקבלה שיגיעו, חיכינו חצי שעה וזה לא קרה. 23:00 בלילה, אני ירדתי לקבלה לדרוש שיחליפו לנו חדר ושייקחו אותנו ברצינות כי אני אלרגית לעקיצות יתושים.  חיכיתי עוד 20 דקות ולבסוף הצליחו להחליף לנו חדר. הם היו צריכים לדעת שיש בעיית חרקים אם משאירים חלונות פתוחים.  החדרים עצמם קטנים מאוד.  ארוחות בוקר יקרות מדי ולא מוצדקות.  דלתות בכניסה מיושנות ומסוכנות לאורחים.",Mai 2022,Commentaire envoyé le 16 juin 2022
937,Patricia,8.0,Espagne,,la amabilidad del personal,"el baño estaba sucio,pocos enchufes en la habitación,poca variedad en el bufete",Juin 2022,Commentaire envoyé le 4 juin 2022
938,Arend,7.0,Pays-Bas,,"schoon, dicht bij het park, grote ruime kamers",personeel erg onvriendelijk. we hadden eerder die dag al ingecheckt en we zouden voor 15.00 een sms ontvangen met kamernummers. 15.45 nog niets ontvangen. Bij de receptie aan moeten sluiten en ruim 3 kwartier moeten wachten want ze konden niet even snel tussendoor ons kamernummer checken.,Mai 2022,Commentaire envoyé le 24 mai 2022
939,Mas,7.0,Espagne,,El hotel en general y la ubicación,"Las habitaciones no estan mal pero necesita una buena reforma y más con el precio que se paga. El baño esta muy viejo, con elementos rotos y un poco sucio. El desayuno muy caro para lo que es",Mai 2022,Commentaire envoyé le 22 mai 2022
940,Enrique,6.0,Espagne,,La ubicación cerca del parque,"Al llegar tuvimos que hacer una cola muy larga para dejar las maletas y al volver del parque otra vez cola para recogerlas.  deberían subirlas a la habitación.  EL desayuno poco saludable.  deberían tener muchas más opciones de pan integral, fruta, zumos naturales, etc.",Mai 2022,Commentaire envoyé le 18 mai 2022
941,Eduard,8.0,Autriche,,Das Zimmer war in Ordnung und sauber. Sonst gibt es nichts Erwähnenswertes zu berichten.,Das Frühstück entsprach nicht den Erwartungen. Die Lage des Hotels verursachte einen 20 Minuten-Marsch in den Disney Park. Der Shuttle hätte noch länger gedauert.,Mai 2022,Commentaire envoyé le 15 mai 2022
942,Ibrahim,7.0,Qatar,,القرب من مدينه الالعاب,لايوجد ثلاجه والتنظيف مقبول نوعاً ما,Mai 2022,Commentaire envoyé le 14 mai 2022
943,Thaila,7.0,Brésil,,localização,quarto apertado,Mars 2022,Commentaire envoyé le 12 mai 2022
944,Carlos,8.0,Suisse,,"Fomos recebidos muito bem,comunidades top e localização do hotel excelente. Jantar e pequeno almoço excelentes  🏨👍.","O aquecimento do quarto nao funcionava,faltava utensílios na cada de banho.",Avril 2022,Commentaire envoyé le 1 mai 2022
945,Veronica,7.0,Italie,,"perfetto per visitare il parco, bellissimi esterni e parti comuni.",le camere un po’ vecchie. bagno scomodo e sporco,Février 2022,Commentaire envoyé le 30 avril 2022
946,Javier,6.0,Espagne,,"Proximidad a Disneyland, y la capacidad de entrar en el parque una hora antes que el público no alojado en hoteles Disney. Esa hora extra es fundamental, porque luego el parque se masifica y las colas son terribles.","Hotel demasiado grande y masificado. Hacíamos cola para esperar y subir en ascensor, las escaleras no estaban señalizadas y no había quien las encontrara. Necesario reservar las cenas con semanas de antelación. Caro en relación a los servicios ofrecidos, y en concreto la comida del restaurante, que no tiene nada de especial.",Mars 2022,Commentaire envoyé le 26 avril 2022
