,0,1,2,3,4,5,6,7
558,Anonyme,7.0,France,sympa on reviendra,"emplacement top , logement très spacieux bien organisé propre , repas copieux , restos sur place , le personnel d’une énorme gentillesse",la piscine un peu froide dommage,Septembre 2022,Commentaire envoyé le 16 septembre 2022
559,Anonyme,9.0,Belgique,au top !,le cadre,rien,Mai 2022,Commentaire envoyé le 30 mai 2022
560,Anonyme,8.0,Belgique,Très bien,,Lits peu confortables,Octobre 2021,Commentaire envoyé le 17 octobre 2021
561,Anonyme,7.0,Belgique,Bien,"L'environnement, le calme, la piscine +++","Le lit qui grince, et pas de super bonne qualité.",Octobre 2021,Commentaire envoyé le 7 octobre 2021
562,Anonyme,8.0,France,Très bien,On nous offre des cartes qui nous donnent accès gratuitement au parking de Disney ce qui es plutôt sympa. Le personnel est top. Réactif et souriant. L'ambiance est immersive.,"L'eau de la piscine était fraîche et le jacuzzi fermé ce qui était dommage car je restait qu'une nuit Le sèche cheveux est sous caution non précisé lors de la prise de chambre, ni sur Booking.",Octobre 2021,Commentaire envoyé le 5 octobre 2021
563,Anonyme,9.0,Belgique,Fabuleux,Très bien équipée,Les serviettes était sales ainsi que la poubelle non vidée Mais le reste était très propres,Octobre 2021,Commentaire envoyé le 3 octobre 2021
564,Anonyme,8.0,France,Très bien,,La température de l'eau de la piscine,Septembre 2021,Commentaire envoyé le 28 septembre 2021
565,Anonyme,9.0,France,Fabuleux,"Le cadre, le logement bien grand et l'ambiance du site",L'adresse figurant sur votre site est l'ancienne adresse,Septembre 2021,Commentaire envoyé le 28 septembre 2021
566,Anonyme,9.0,France,Fabuleux,"Piscine superbe, personnel accueillant.  Vaut le coup d’œil.",La distance entre la réception/activités et le bungalow. Pas de petit déjeuner continentale,Septembre 2021,Commentaire envoyé le 21 septembre 2021
567,Anonyme,9.0,France,Fabuleux,L’endroit la piscine,Manque un tir bouchon☺️,Septembre 2021,Commentaire envoyé le 15 septembre 2021
568,Anonyme,8.0,France,Très bien,"La vue sur les arbres, le calme","Déco vraiment bof bof, le reste OK",Août 2021,Commentaire envoyé le 28 août 2021
569,Anonyme,8.0,France,Très bien,Le cadre est très agréable. Les logements sont très correct et très conviviaux pour une famille. Le plus la piscine pour les enfants c’est top. Bonne surprise avec les cartes passe Disney le parking à Disneyland est offert,,Août 2021,Commentaire envoyé le 18 août 2021
570,Anonyme,8.0,Belgique,Très bien,"J’adore le contexte, les gites sont top  Nous avons passer un beau séjour","La poubelle de cuisine n’était pas vidée, les serviettes de salle de bain n’était pas propre. Pas de papier wc non plus dans les deux toilettes.",Août 2021,Commentaire envoyé le 9 août 2021
571,Anonyme,7.9,France,Bien,"La literie étaient très bien ,et avoir 2  salle de bain c’était nickel",Le manque de signalisation quand on arrive de nuit,Mars 2020,Commentaire envoyé le 1 mars 2020
572,Anonyme,7.0,France,Bien,Piscine. Équipement des ranchs. Présence de la  petite supérette. 2 salles de bain et 2 toilettes,Qualité de la literie médiocre. Grince énormément et très mal au dos le matin,Février 2020,Commentaire envoyé le 1 mars 2020
573,Anonyme,9.0,France,séjour parfait pour déconnecter,superbe piscine - ambiance sympathique - proche du parc Disneyland avec accès gratuit au parking - logement parfait pour une famille - personnels au top,,Février 2020,Commentaire envoyé le 26 février 2020
574,Anonyme,8.8,France,Superbe,Le reste est super,"Les matelas étaient trop mou, c'est dommage.",Février 2020,Commentaire envoyé le 17 février 2020
575,Anonyme,9.0,France,Fabuleux,Tout le reste la piscine extra (personnel au top a l'accueil du soir )le cottage impec les parcs disney toujours aussi propre dommage pour les personnages car compliqué avec l'application mais on a réussi à avoir mickey et restaurant hakuna matata très bon.,Le seul petit bémol la plinthe qui est arraché dans la chambre parentale heureusement mon mari sa coupure était superficiel donc séjour non gâché ouf,Février 2020,Commentaire envoyé le 6 février 2020
576,Anonyme,6.0,France,plutôt Bonne impression sur le coup mais bungalow pas à la hauteur de nos attente,l’emplacement de l’hôtel dans la nature entouré d’arbres,arrivé dans le bungalow  il n’y avait pas d’électricité nous avons du appeler la réception et attendre l’arrivée d’un techniciens pour réglé le problème de l’attente encore… il  nous étions  gelés les radiateurs auraient ils dû être allumé avant notre arrivé ?? en novembre pluvieux nous aurions bien appréciés que ce soit le cas. car il faisait  froid. ensuite la douche parentale n’était pas nickel le tour de la porte tout simplement pas propre!,Novembre 2022,Commentaire envoyé le 4 décembre 2022
577,Anonyme,10.0,France,super séjour à renouveler,"proche de la nature, la piscine et les infrastructures la thematisation est top",rien,Avril 2022,Commentaire envoyé le 13 avril 2022
578,Anonyme,5.0,France,Déception des changements.,Nous connaissions déjà l endroit. Les chalets ont bien changé. Plus grands. Deux salles de bain. Deux WC. Mettre une table sur la terrasse est bienvenu.,"Alors que les chalets à proximité étaient vides, on nous a mis au fond. A 15 minutes à pieds de la place du village. Pour revenir de la piscine avec des enfants en pleine nuit... Pas évident.  Pas de dessus de lit à motif comme avant,juste des couettes blanches. Les prestations gratuites proposées au début de l ouverture n existent plus et c est bien dommage: loups et Rennes ne sont plus là, ni les poneys. (limite on peut comprendre). Le jeu de piste pour trouver la cabane de davy crockett non plus. Le parcours sportif extérieur non plus....... Bref.. Très déçus. Heureusement, je n ai pas payé les 488 euros la nuit pour 6. La prochaine fois, nous irons au village nature center parcs ouvert juste à côté. Il offre de meilleures prestations et beaucoup moins cher.",Octobre 2021,Commentaire envoyé le 9 octobre 2021
579,Anonyme,3.0,France,Moyen,La proximité avec le parc et la piscine,Le logement était prope par contre il n'y avait pas de sèche cheveux seulement 4 serviettes pour 6 pour 4 jours le logement n est pas nettoyer pendant le séjour seul notre poubelle a était vider par contre nos serviette non jamais était changer malgré une demande faite a la reception On a pas aimer le fait qu il n y est que 2 chambres dont une pour 4 personnes et la literie est vraiment désagréable on.ne reviendra pas,Septembre 2021,Commentaire envoyé le 29 septembre 2021
580,Anonyme,6.0,France,Peu mieux faire vu le prix,"L'emplacement. L'ambiance est sympa. Les mobilhomes sont bien agencés. L'accueil adorable. La piscine, bien que froide... Est sympa.","Les lits : une catastrophe. Ils grincent et bougent+++ donc si votre collègue de lit Bouge d 1cm vous rebondissez comme ds un trampoline, impossible de ne pas se reveiller 10 fois ds la nuit... On a fini par se séparer, 1 ds le salon, 1 ds le lit. La surprise des enfants : qd vous arrivez on donne un questionnaire à remplir en disant aux enfants :remplissez le vous aurez une surprise à la boutique ! Les enfants ne pensent qu'à ça vu les boutiques Disney. Et la surprise est.... Une pauvre feuille ""diplôme de trappeur"", 😅. Évidemment on est ds la boutiquee, déception ultime... Ben on achète un truc... Bien joué pr le chiffre d'affaire mais pas pr fidéliser les parents... Équipement cuisine minimaliste. Même pas un bol. Pas de torchon. Le restaurant hors de prix pr ce que c'est.",Août 2021,Commentaire envoyé le 25 septembre 2021
581,Anonyme,6.0,France,Agréable,La piscine,"Les lits n'étaient pas confortables, matelas durs et sommiers qui grincent Le bungalows à notre arrivée n'était pas très propre, les toilettes sentaient l'urine et nous avons trouver des papillons de nuit morts dans les chambres",Août 2021,Commentaire envoyé le 22 août 2021
582,Anonyme,1.0,France,Séjour non réalisé codiv 19 en attente de remboursement. Booking .com,J’attend mon remboursement car l’hôtel était fermé pour codiv 19 et ne pouvait nous recevoir,Rien,Mars 2020,Commentaire envoyé le 27 mars 2020
583,Anonyme,9.6,France,Bien,Bon rapport qualité prix  Très propre Linge de lit et serviette fournit Bien équipée  Satisfait de notre séjour  Personnels très agréable  Piscine au top mais un peu froide,"Bungalow un peu vieillissant (gonds, bord de fenêtre) Lave vaisselle qui restait allumé même avec le bouton éteint Lit individuel type lit pliant d’appoint  Qualité de la literie moyenne Piscine top mais un peu froide",Mars 2020,Commentaire envoyé le 9 mars 2020
584,Anonyme,10.0,France,Très bon séjour,"Personnel très sympathique et arrangeant (à l'accueil, nos cartes d'accès prévues pour le lendemain n'étaient pas prêtes, donc le personnel a pris le temps de nous les imprimer gentiment pour éviter d'y retourner le lendemain matin ; à la piscine, Stéphane, accueillant et attentionné : nous donne un petit sachet pour nos maillots de bain mouillés à la sortie...) Bungalow très spacieux, et bien agencé, propre 2 sdb c'est appréciable pour les enfants et les parents",Bon le couvre lit mickey un peu vieillot 😂,Février 2020,Commentaire envoyé le 29 février 2020
585,Anonyme,4.0,France,On y retournera plus dommage,La piscine au top,"Une literie plus qu'horrible, impossible de dormir à cause d'un matelas dur comme de la pierre et un sommier qui grinçait à chaque mouvement pour la chambre parentale et pas mieux pour la chambre des enfants. Vraiment déçue du vol à ce prix",Février 2020,Commentaire envoyé le 19 février 2020
586,Anonyme,6.0,France,Agréable,Chambre,Bruit vmc,Février 2020,Commentaire envoyé le 16 février 2020
587,Anonyme,4.6,France,Décevant,Rien,Publicité mensongère pas de piscine !  Lit qui craque !,Janvier 2020,Commentaire envoyé le 25 janvier 2020
588,Michael,7.0,Irlande,,"Good size, comfortable cabin","Stayed Sunday-Friday and didn’t get any toilet paper, no bin change, no towels changed. House keeping non existent.",Janvier 2023,Commentaire envoyé le 6 janvier 2023
589,Crystal,9.0,Royaume-Uni,,"Great location, good pool, theme was lovely",Was all great,Janvier 2023,Commentaire envoyé le 5 janvier 2023
590,Gianny82,9.0,Aruba,,"It's 10 min from disney, You can get one hour extra before opening the park.",,Décembre 2022,Commentaire envoyé le 14 décembre 2022
591,Daniel,8.0,Royaume-Uni,,"Fantastic value for money, cabin was great and plenty of room and so convenient to get to the Disney park, literally a 5 minute drive. Cleanliness was beyond expectations, and the Check in staff were very helpful (Tania)",The pool could definitely be warmer. There could be one more restaurant and maybe the choice of paying for a buffet breakfast at the main restaurant.,Décembre 2022,Commentaire envoyé le 5 décembre 2022
592,Noel,9.0,Irlande,,Swimming pool late opening hours,Water in pool was cold,Novembre 2022,Commentaire envoyé le 2 décembre 2022
593,Ashley,8.0,États-Unis,,"Spacious and private. Free parking and car park Parking. Fridge and microwave were nice to have. Store at reception had good selection of gifts and snacks. Note the cabin doesn't have kitchen towels/paper, soap or sponge.",The pool was cold even thought it was advertised as heated. The hot tub was barely warm. In November it was freezing so overall we couldn't use it. We were also told pool towels cost money once at the pool but was never told that prior to going to the pool. No hair dryer in the cabin.,Novembre 2022,Commentaire envoyé le 29 novembre 2022
594,Lisa,9.0,Royaume-Uni,,All Disney themed just like hotels & so convient,,Novembre 2022,Commentaire envoyé le 24 novembre 2022
595,Julia,9.0,Royaume-Uni,,"very quiet , very close to Disney , lots of space if you don’t want a hotel room and want to self cater .",nothing it was all good,Novembre 2022,Commentaire envoyé le 23 novembre 2022
596,Steven,8.0,Royaume-Uni,,clean and spacious,smell,Octobre 2022,Commentaire envoyé le 3 novembre 2022
597,Rikki,8.0,États-Unis,,The peace and quiet away from the other surrounding hotels/shuttles. An easy and close drive to the Disneyland parks. The Davy Crockett Tavern employees were friendly and did a great job taking away finished plates. The food was just right and yummy.,"The beds could use some updated mattresses those weren’t very comfy. A few more amenities since it is a Disney property such as wash cloths or hand towels for the dishes or napkins at least, even though it’s camping style some of those few extras would make a comfortable stay a much nicer stay. Lastly the pool had maintenance going on all day but no signs were provided with that information and the Front desk didn’t notify guests so our family arrived around 1pm and at 3pm when the pool is supposed to open we were delayed significantly and had barely over an hour to enjoy before our dinner reservations at the Tavern. We probably would have opted to go to Disney village had we known the pool was closed and called to see if it reopened.",Octobre 2022,Commentaire envoyé le 31 octobre 2022
598,Gemma,7.0,Royaume-Uni,,"lovely to stay in a little cabin in the woods. we loved the main area with shop, pool and restaurant, very cute.",no hairdryer. the pool was cold,Octobre 2022,Commentaire envoyé le 22 octobre 2022
599,Lyn,9.0,Royaume-Uni,,quiet. clean. friendly. spacious.  Pool is lovely and well maintained as are the rest of the grounds. People complaining about needing a car… it’s a self drive property so yes you need a car. There are no buses or shuttles so driving is necessary. It’s about 8mins to Disneyland and is very straightforward. We stay here each time for our visit and never have any complaints.,,Octobre 2022,Commentaire envoyé le 20 octobre 2022
600,Petra,8.0,République tchèque,,Pool and overall environment and place. Nice and friendly staff overall.,Staff at the reception was not well informed and working very slow at the time of check-in. The,Octobre 2022,Commentaire envoyé le 20 octobre 2022
601,Laurent,7.0,Belgique,,"Space, location, quiet","Beds could be updated, no hair dryer in the bathrooms, rude staff member at the checking gate",Octobre 2022,Commentaire envoyé le 15 octobre 2022
602,Mohammad,7.0,Koweït,,Peaceful & Serene Cabin,"Staff Could be a bit nicer as Disneyland is an international location & everyone should be cheerful & welcoming. One member came of as a bit passive especially during check in. When asking if I could extend my stay an extra two nights at check in, the response was; “oh you’ll have to wait till tomorrow to to see.” We didn’t have a rented car & he basically put us in the furthest cabin section & had to push 4 suitcases all the way there. Disappointed how they didn’t have golf carts to transport luggage or guests. Not everyone visiting will have a car.",Septembre 2022,Commentaire envoyé le 14 octobre 2022
603,Ravit,8.0,Israël,,"Great atmosphere, the cabin looked great and the swimming pool was amazing. The kids loved every moment in there. we were supposed to stay in a cabin that was further away, and when the lady at the reception heard that we came without a car she put us in a much closer cabin, which was very much appreciated.","It wasn’t the cleanest, and it definitely needs some renovations. Also, didn’t eat at the restaurant as it was super expensive.",Octobre 2022,Commentaire envoyé le 13 octobre 2022
604,Vladimir,8.0,Israël,,Nice and not expensive choice for the visit of Disney,The bed is short for big people,Octobre 2022,Commentaire envoyé le 13 octobre 2022
605,Alex,8.0,États-Unis,,Peaceful location not far from Disneyland. Nice playground for kids and the pool is a good size. The cabins are cozy and give you a decent amount of space with a family.,The pool slide was closed as it wasn’t summertime and the pool didn’t open until 3pm which is pretty late. Also no towels are provided in the pool area and I didn’t see any mention that they weren’t included so we had to go back to our car soaking wet. There aren’t enough dishes for a family. Basically enough for one meal and then they need to be washed again. The shop on site has extortionate pricing. 6.5 euro for a small container of cherry tomatoes. Atleast 3 times what you pay at a normal grocery store.  I expect a premium as it’s on site but tbe prices were ridiculous.,Octobre 2022,Commentaire envoyé le 11 octobre 2022
606,Marianne,8.0,Belgique,,Contact with staff - Nice location in the wood,"Bungalows very close to each other - missing supplies in the kitchen (less than 4 knives, plates missing,…)",Octobre 2022,Commentaire envoyé le 10 octobre 2022
607,Rus,7.0,Roumanie,,"the location, its in the middle of the forest","they can improve on cleaning in the cabin, breakfast could also be different than a croissant and some instant coffe with Nutella and gem , also the pool was opened only from 15 not 10 l, the slide didn’t work.",Octobre 2022,Commentaire envoyé le 4 octobre 2022
608,Williams,8.0,Royaume-Uni,,"Friendly staff, Great swimming pool. Cabins generally comfortable. Nice woodland setting. Reasonably priced.","Our cabin had a really rickety couch, made of badly supported chipboard. We couldn't really sit on it. Had to use the car all the time, to get to reception/pool/Disneyland.",Septembre 2022,Commentaire envoyé le 28 septembre 2022
609,James,8.0,Royaume-Uni,,"the cabins were set in lovely woodland, nice and peaceful.",there is no oven.,Septembre 2022,Commentaire envoyé le 24 septembre 2022
610,Francesca,9.0,Roumanie,,"the location, the theme of the hotel, the pool",a bit too far from the park. you need a car to get there or you can take the Uber (around €13 for a ride),Septembre 2022,Commentaire envoyé le 23 septembre 2022
611,John,8.0,Irlande,,Cabins need oven,Cooking facilities very basic,Septembre 2022,Commentaire envoyé le 22 septembre 2022
612,Wendy,8.0,Pays-Bas,,"The bungalow is just as expected, compact and neat. Good wifi. - Bedrooms: there are metal bed frames with an normal mattress on top. - Bathrooms: 2 bathrooms and 2 toilets. Simple shower with enough shelves and a nice radiator to dry your clothes or towels. - Kitchen: all kitchenware you need is right there. - Outside: nice parking space. Some bungalows has a larger parking space for two cars. I guess this can be requested at the reception. - Living area: tv has language option. - Pool: cold swimming pool and 3 (connected) jacuzzis. Lockers with codes, no keys or cash needed.","The bungalow floor could use a mop and it makes creak sounds on specific areas. - Bedrooms: the double bed was a bit small if you usually sleep on a king or queen size bed.  - Bathrooms: one toilet is inside the bathroom right next to the sink. The sinks had a bad sewage smell. No hair dryer, can be requested. - Kitchen: the top shelf in the fridge is open and didn't expect that part to be a freezer, so it froze our drinks.  - Outside: - - Living area: curtain problem with huge gaps in between. Some curtains has velcro to change the placement, so we improvised. - Pool: cold or weak showers, only one (mens side) had a decent temperature.",Septembre 2022,Commentaire envoyé le 22 septembre 2022
613,Beaubutterfly88,7.0,Royaume-Uni,,"Swimming pool was nice, a bit cold but was 10am. Hot tub area was amazing. Breakfast pickup is a good idea but we only stayed 1 night so didn't experience it. Seems like a centre parcs.  Ranch was nice and spacey. Check in was smooth.   Suggestion for 1-2 night stays maybe a goody bag purchase of some bread, milk, coffee/tea.","Lack of cooked breakfast, we stayed 1 night and went to get breakfast before swimming and only had croissants (albeit nice but not what my partner wants). Water section between reception and changing room - why?! Daughter (2) went straight in it after getting dressed.",Septembre 2022,Commentaire envoyé le 22 septembre 2022
614,David,7.0,Royaume-Uni,,,Need one more food option that isn’t buffet,Août 2022,Commentaire envoyé le 17 septembre 2022
615,Anamaria,8.0,Royaume-Uni,,"very airy and green, plus barbecue",toilet paper not enough. in need of washing liquid for dishes and sponges.,Septembre 2022,Commentaire envoyé le 16 septembre 2022
616,Laura,7.0,Royaume-Uni,,"Good location to Disneyland Paris.  Good size accommodation, particularly if you're a larger family. Swimming pool was really good. A good size and a nice slide. Staff were very friendly. Helpful having facilities in the room.","Rooms were a little dated. Chairs weren't particularly comfy. Shop was very expensive. Better to use auchan at val d'europe. Markup approximately 4x more. No washing up liquid, tea towels or any cleaning materials.",Septembre 2022,Commentaire envoyé le 15 septembre 2022
617,Ricardo,8.0,Royaume-Uni,,"the cabin was good, the pool is great, and there is also other activities available. there is a shop/supermarket available and also they serve breakfast everyday in a little hut close to the cabins so you don’t have to go all the way to the reception/restaurant","if you don’t have a car you have to walk to your cabin, it could be a 10/15 min walk if you’re on one of the cabins furthest from the reception. also there is no shuttle to the Parks, which is unfortunate since this is a official Disney Resort hotel, so you have to pay taxi back and fourth if you don’t have a car.",Septembre 2022,Commentaire envoyé le 10 septembre 2022
618,Terence,7.0,Royaume-Uni,,Quiet location easy access to Parks,THe decking to our lodge had some rotten areas and was uneven in places.,Septembre 2022,Commentaire envoyé le 10 septembre 2022
619,Arif,8.0,Turquie,,Location is very close to the Disneyland and they gave us free parking card for Disneyland as well. I like the tiny house type of containers. İt's located in the forest and kitchen almost has everything you need.,Almost nothing. Breakfast they offer is not enough. O asked for hair dryer and they didn't have. But we manage to dry our shoes on the towel dryer,Septembre 2022,Commentaire envoyé le 9 septembre 2022
620,Paul,9.0,Irlande,,pool was amazing as was the cabin.,location and everything is very expensive in the trading post,Septembre 2022,Commentaire envoyé le 9 septembre 2022
621,Mariko,9.0,Royaume-Uni,,Has the magic of Disney even when you arrive at 9pm! and the magic pass you get to access the parks earlier in the morning is brilliant! swimming pool open until 10!,"Cabins are a bit basic in decor and bathrooms a bit plastic for the cost of staying. having said that you do get pool open late, shop with food and souvenirs open late, 24hr check in desk, Disney tunes pumping out, and magic pass which allows early access into park thus avoiding too longer queues on 2 or three of your chosen rides.",Septembre 2022,Commentaire envoyé le 5 septembre 2022
622,T,7.0,Crimée,,"Quiet location, nice cabin in the woods. Location is also not far from shopping outlets We didn’t use the facilities since we were at the park for most of the stay",Price for Disneyland tickets and hotel stay could be improved,Juin 2022,Commentaire envoyé le 3 septembre 2022
623,Ken,7.0,Royaume-Uni,,"The check in was smooth, we tried a little French, but the staffs English was good.","We were not happy with the facilities provided for cleaning. A mop and bucket would have been useful. We had 2 lodges and the steps to both were rickety. As one of our party has a physical disability, this was a concern, but for the amount of time we spent in the chalet, it did not become an issue.",Août 2022,Commentaire envoyé le 2 septembre 2022
624,Ernesta,8.0,Royaume-Uni,,atmosphere and lodges were great.,breakfast was a bit of a joke for the price and the bed in our bedroom was making noise all the time so couldnt sleep properly.,Août 2022,Commentaire envoyé le 2 septembre 2022
625,Donna,8.0,Royaume-Uni,,"Love the staff and the pool, could have been a tad cleaner - also think that the place could have a day time cafe and also some nightlife for the kids.",,Septembre 2022,Commentaire envoyé le 1 septembre 2022
626,Richard,9.0,Royaume-Uni,,"Cabins are a great relaxed option when visiting EuroDisney. Completely away from the theme park. Great BBQ and good facilities, you can eat out too in the village.","It's a bit plasticy but that's understandable, the main bedroom is a bit of a squeeze but actually the cabins are well designed and feel spacious, especially given the outside area",Juin 2022,Commentaire envoyé le 31 août 2022
627,Emma,7.0,Royaume-Uni,,How close to Disney,"Hard beds, not spotlessly clean, stained bed sheets",Août 2022,Commentaire envoyé le 30 août 2022
628,Louise,9.0,Royaume-Uni,,It’s such a unique place. The pool and facilities were fantastic. We liked having two bathrooms too.,They are like glam caravans so the walls are very thin.,Août 2022,Commentaire envoyé le 30 août 2022
629,Lisa,9.0,Royaume-Uni,,easy to use as family of different ages.  close to Disney,nothing,Août 2022,Commentaire envoyé le 28 août 2022
630,Gabriele,7.0,Italie,,"Very nice cottage in the green with BBQ stand, A/C and all that is required for a wonderful holiday.  The swimming pool also nice",The pool water a bit top cold and transport for people without a  car is a bit of a challenge. A nice shuttle to Disney or Val d'Europe would make a great improvement,Août 2022,Commentaire envoyé le 27 août 2022
631,Juliet,8.0,Royaume-Uni,,Love the tranquil location and swimming pool,Didn’t have a cleaning pack with sponge etc,Août 2022,Commentaire envoyé le 22 août 2022
632,Lisa,7.0,Royaume-Uni,,"Location great, value for money. Quiet, staff fantastic",The pool wasn’t great - our child slipped as the floor was that wet - the pool guy was brushing all the water off the floor back into the pool which I’ve never seen before. Not the best. It just didn’t seem the most cleanest pool. Also would have been better if you had mini golf included in the price of the hotel.,Août 2022,Commentaire envoyé le 7 août 2022
633,Neil,7.0,Royaume-Uni,,good for families 😊,"room smelt bad and it wasn’t very clean, crisps left loose in the cupboard and by bed was dirty!",Août 2022,Commentaire envoyé le 3 août 2022
634,Campbell,8.0,Irlande,,Had a really good feel about the place. The ranch set up was great and the kids loved the swimming pool. Great location for our Disney trip. 8mins drive and parking included at Disney was a bonus.,Accomodation felt a little old..but still nice.,Juin 2022,Commentaire envoyé le 27 juillet 2022
635,Rosa,7.0,Pays-Bas,,very Disney,,Juillet 2022,Commentaire envoyé le 21 juillet 2022
636,Ribana,8.0,Allemagne,,"Great location with parking in front of cottage. Enough comfortable space for a family of 5. Store, pool, reception within walking distance. Allows early access to Disney park. Staff was very friendly and helpful. WiFi was great and kitchen was well equipped.",Cottage needs update and more in depth cleaning. Slugs and a bit rust in the shower and a few spiderwebs which is normal in the woods but not for the price. Floor was not mopped clean since socks turned dirty when walking on it. Beds were uncomfortable and very loud springs when moving in your sleep. One of the single beds for our children kept falling apart despite tightening the bolt again by maintenance. So he ended up sleeping with the mattress on the floor.,Juillet 2022,Commentaire envoyé le 20 juillet 2022
637,Mawadda,7.0,Arabie saoudite,,the property atmosphere,there is no everyday housekeeping,Juillet 2022,Commentaire envoyé le 16 juillet 2022
638,Mohammad,9.0,Koweït,,Every thing is ok,Nothings,Juillet 2022,Commentaire envoyé le 15 juillet 2022
639,Daniel,9.0,États-Unis,,Cabins had exactly what we needed to unwind after a long day at the parks.  plenty of space for our family of five to spread out and be comfortable.,"Could’ve had a microwave, no biggy.   Power controlled by key, so you will need to re-condition the space upon every return.  In the Ranch portion of the property there is a large wooden bear statue that is carved from wood that they try to pass off as a grizzly bear, however it is clearly a repurposed polar bear from a previous exhibit.  You’re not fooling anyone Disney, take that painted polar bear back to the arctic where it came from!",Juillet 2022,Commentaire envoyé le 15 juillet 2022
640,Robert,8.0,Émirats arabes unis,,nothing,nothing,Juillet 2022,Commentaire envoyé le 9 juillet 2022
641,Adi,8.0,Israël,,"The cabins were clean and practical, for a family of 5. The small grocery store was nice and the staff was friendly. 10 minute drive from Disney.","The water in the pool was cold and not fun to go in. The mini golf was not well maintained. The parent bedroom mattress is very small. Overall Davey Crocket ranch is old, but well maintained.",Juin 2022,Commentaire envoyé le 2 juillet 2022
642,Cristian,7.0,Roumanie,,"Good rooms, BBQ , Parkins space,","Very coold in the pool area, where 20 degrees outside and the doors were open, very expensive beer 10 euro 0.5 on the bar, the ventilation in the rooms cannot be stoped and is noisy during the night.",Juin 2022,Commentaire envoyé le 1 juillet 2022
643,Niki,8.0,Pays-Bas,,location,beds are hard,Juin 2022,Commentaire envoyé le 29 juin 2022
644,Kristy,8.0,Australie,,"peaceful,pool is amazing and buffet is great",draw full of pot lids but no pots or fry pan,Juin 2022,Commentaire envoyé le 23 juin 2022
645,Debbie,8.0,Luxembourg,,snug but perfect for a few days,more outside lights and working bbq would have been good.,Mai 2022,Commentaire envoyé le 21 juin 2022
646,Lina,7.0,Royaume-Uni,,"swimming pool,location,","The pool closes 22 pm so is the taverna , restaurant.. it was nowhere to eat after 22 pm ( not even weekend) breakfast was very poor (take away boxes of buns and croissant.. thought will be in normal eatery with coffe and at least cereal, toast etc)",Juin 2022,Commentaire envoyé le 21 juin 2022
647,Kerry,7.0,Royaume-Uni,,"Pros > Good sized cabins > Beds were clean > Bathroom was clean > Shower was better than other Disney hotels > Floors were clean > Easy to access and get too > Pool was AMAZING (best pool at Disneyland Paris) > Onsite shop was handy, bought fresh bugettes and pastries in the morning > Reception staff were friendly  > Lots of plug points  > The drive between the resort and the parks was super easy (free parking with hotel pass).","Cons > The kitchen bin in our cabin had not been emptied from the previous people staying there. Probably an honest mistake by the cleaning team as everything else was spotless. However we asked at reception (twice) for this to be emptied and was told that someone would come by but no one ever did... ended up putting the dirty bin outside as it had rotten food in it and started to smell. > The path up to our cabin was a bit overgrown with jaggy nettle plants sticking out, not great when we had shorts and tshirts on!  > The beds were on the hard side, but I did not mind this. However someone else in my group reported not having a good sleep.  > Given the age of the cabins/resort, I was surprised at how clean and neat everything still looked. However it defo is the most outdated Disneyland Paris property I've stayed out (perhaps tied with Sequoia Lodge) and will desperately need a refurbish in a few years.",Juin 2022,Commentaire envoyé le 18 juin 2022
648,Mike,7.0,Royaume-Uni,,"Easy check in process, no wait and accommodation was ready for arrival. Good on site buffet restaurant. Friendly staff,","No hot water on the first night, reported to reception who sent a maintenance person to take a look, was just about warm enough after that.  Swimming pool pretty cold.",Juin 2022,Commentaire envoyé le 10 juin 2022
649,Heather,8.0,Royaume-Uni,,The pool was lovely. Accommodation cosy.,The size of the accommodation. It was smaller than expected.,Juin 2022,Commentaire envoyé le 8 juin 2022
650,Anielen,8.0,Allemagne,,"Extra hours, location and amount of beds.","Dirtness, insects and breakfast",Juin 2022,Commentaire envoyé le 6 juin 2022
651,Peter,9.0,Royaume-Uni,,great location,,Juin 2022,Commentaire envoyé le 5 juin 2022
652,Lisa,7.0,Royaume-Uni,,ideal for family trip to Disney,nothing,Juin 2022,Commentaire envoyé le 5 juin 2022
653,Catherine,8.0,Royaume-Uni,,comfortable and clean,,Juin 2022,Commentaire envoyé le 4 juin 2022
654,Natalie,8.0,Royaume-Uni,,"Loved the retreat, very peaceful and family friendly. Perfect for our two boys, who are 6 and 3.","It could have been a little bigger with a more updated appearance. Was a bit expensive for the four days, but the facilities were very good.",Mai 2022,Commentaire envoyé le 3 juin 2022
655,Chris,7.0,Royaume-Uni,,"good location, nice and spacious compared to a hotel room for a family","Beds are hard! was a bit surprised when trying to get to sleep how hard they are!  the lodge we stayed in was a bit tired, curtains didn’t really fit well, scuffs etc but it was not awful at all, would consider staying. again hopefully better beds then!",Mai 2022,Commentaire envoyé le 17 mai 2022
656,Jan,8.0,Royaume-Uni,,The privacy of our own cabin,"The distance from the facilities. Even though we were in a Pioneer cabin  we were still too far to walk from the facilities, after a full day in the park. Some sort of payable shuttle would be welcome",Mai 2022,Commentaire envoyé le 17 mai 2022
657,Eva,8.0,Pays-Bas,,great location and surroundings. very convenient for Disneyland but still peaceful. love the pool,the safe was broken,Mai 2022,Commentaire envoyé le 17 mai 2022
658,Nuno,9.0,Espagne,,piscina e toda a envolvente florestal e ambiente country,,Mai 2022,Commentaire envoyé le 16 mai 2022
