,0,1,2,3,4,5,6,7
657,Anonyme,8.0,France,Très bien,Navette vers le parc fréquente et confortable,Pas d'accueil obligé de faire la queue à la réception pour avoir des informations,Février 2020,Commentaire envoyé le 6 février 2020
658,Anonyme,8.0,France,Très bien,"Situation pa rapport au parc Disney, personnel de l'hôtel très accueillant et agréable, propreté de la chambre, la chambre spacieuse et comfortable, l'univers de l'hôtel qui nous met dans l'ambiance Disney.",,Janvier 2020,Commentaire envoyé le 30 janvier 2020
659,Anonyme,7.0,France,Bien,,Plusieurs séjours dans cet hôtel et c’est la première fois que nous sommes déçus de la propreté.,Décembre 2019,Commentaire envoyé le 16 janvier 2020
660,Anonyme,8.8,Belgique,Très bien,"L'ambiance chaleureuse, la décoration, la propreté et le confort de literie.","Le prix assez élevé pour un 2 étoiles, le parking trop petit, les prix de la restauration et du bar.",Janvier 2020,Commentaire envoyé le 13 janvier 2020
661,Anonyme,6.0,France,Plutôt bon séjour,Chambre propre et calme.,Pas pouvoir dîner après une journée au parc  Dans la chambre il faisait froid et pas possible d'éteindre le bruit de la ventilation. Nous n'avons pas pu dîner ... Ni avoir de petit déjeuner faute de ne pas avoir réservé avant notre venue.,Janvier 2023,Commentaire envoyé le 10 janvier 2023
662,Anonyme,1.0,France,ne pas y aller,l emplacement le décor,"il fait très froid dans la chambre  on a demandé de vérifier la Clim car il faut plus froid dans la chambre que dans le couloir  a 2 reprise on nous a dit qu’on nous enverrai un technicien mais personne n’est venu  De plus la chambre était terriblement humide, nos  vêtements étaient mouillé  c’est honteux  nous avons 2 enfants en bas âge et l’hôtel le savait  ils ont eu froid les 2 nuits passées",Novembre 2022,Commentaire envoyé le 15 novembre 2022
663,Anonyme,5.0,France,Passable,l emplacement,"chambre trop petite pour 3 , chambre à rafraîchir , on ne propose pas un  canapé lit à un ado de 18 ans , nettoyage moyen : 300 euros la nuit c est trop cher",Juin 2022,Commentaire envoyé le 17 juin 2022
664,Anonyme,6.0,France,un peu déçue,l ambiance Disney et la gentillesse du personnel,"la chambre n’était pas propre , cheveux dans les lits , sol sale et poussière à plusieurs endroits",Mai 2022,Commentaire envoyé le 26 mai 2022
665,Anonyme,6.0,France,ne répond pas aux attentes ni aux demandes du client,la proximité du Park Disney et le calme,"type hôtel de gare, trop de passage, faire la queue alors que c’est pré-réservé et payé",Mars 2022,Commentaire envoyé le 29 mars 2022
666,Anonyme,10.0,France,super,"propreté, insonorisation",le prix est quand même excessif,Février 2022,Commentaire envoyé le 1 mars 2022
667,Anonyme,1.0,France,très bien pour dormir mais pas pour manger sur place,la propreté de la chambre et l’emplacement,j’ai réservé et payé sur Booking.com et l’hôtel m’a prélevé également la somme…. petit déjeuner très chère alors que le choix et la qualité n’était vraiment pas à la hauteur,Janvier 2022,Commentaire envoyé le 28 janvier 2022
668,Anonyme,10.0,France,magique (Disney),Le lit était incroyable !,le fait qu’il n’y aie pas de prise électrique dans la salle de bain :(,Décembre 2021,Commentaire envoyé le 23 décembre 2021
669,Anonyme,10.0,France,un séjour mémorable,"la propreté, le confort, le décor",,Novembre 2021,Commentaire envoyé le 30 novembre 2021
670,Anonyme,10.0,France,génial,le decor et le confort,rien,Novembre 2021,Commentaire envoyé le 26 novembre 2021
671,Anonyme,3.0,France,Assez médiocre,,"Très déçu, pas tes propre, pas d eau chaude...",Novembre 2021,Commentaire envoyé le 13 novembre 2021
672,Anonyme,1.0,France,Mauvais,,Nous n'avons pas pu venir suite à une maladie de nos enfants. Nous avons souhaité annuler mais n'avons jamais eu de retour ni de booking ni de l'hôtel.... nous avons perdu 350€ c'est la dernières fois que je passe par booking,Octobre 2021,Commentaire envoyé le 6 novembre 2021
673,Anonyme,10.0,France,Week end à Disney,La magie de Disney dans un hôtel,,Septembre 2021,Commentaire envoyé le 20 septembre 2021
674,Anonyme,10.0,France,C'était magique !,TOUT,"Nous avons été placés dans un courant d'air au restaurant, il faisait froid.",Septembre 2020,Commentaire envoyé le 2 octobre 2020
675,Anonyme,6.0,France,Séjour Disney,Chambre lieux accessibilité personnel accueillant propreté et navette pour les parcs dysney,Le coût des petits déjeuners dans un bruit et un temps d attente exagéré,Février 2020,Commentaire envoyé le 19 février 2020
676,Anonyme,6.0,France,Agréable,L'emplacement,Literie trop ferme Télé qui fonctionne très mal,Février 2020,Commentaire envoyé le 5 février 2020
677,Anonyme,6.0,Belgique,Agréable,La décoration dans la chambre,Lit qui grince dès que l'on se retourne et bruit toute la nuit au niveau de l'air conditionné/chauffage.,Janvier 2020,Commentaire envoyé le 23 janvier 2020
678,Anonyme,10.0,France,Exceptionnel,La décoration,,Janvier 2020,Commentaire envoyé le 17 janvier 2020
679,Anonyme,2.9,France,"Demande d’une chambre calme, arrivée tardive à 1h15 prévue, circulation de l’eau pour la climatisation extrêmement bruya",Rien,"Literie insuffisante, matelas peu épais L’eau juste chaude pour la douche",Janvier 2020,Commentaire envoyé le 16 janvier 2020
680,Anonyme,5.0,France,Passable,Le style et le proximité de l’hôtel.,"Le manque d’eau chaude, impossible de finir une douche pour une personne tellement la quantité est limité alors à 3 il faut faire des sacrifices. La taille des couettes pour deux est vraiment trop petite et le confort des matelas à ressort est assez moyen dommage le reste était très bien.",Janvier 2020,Commentaire envoyé le 12 janvier 2020
681,Anonyme,6.0,France,Petit avant goût pour séjour Disney,"Ambiance et déco de la chambre, literie confortable !",Accueil par le personnel ! Et nous avions demander un bouilloire à dispo mais celle ci n'était pas présente en chambre !,Janvier 2020,Commentaire envoyé le 12 janvier 2020
682,Markheijne,8.0,Pays-Bas,,"Very close to the Disney parks, lovely Cowboy themed Hotel/Music, dinner absolutely marvelous!!","Breakfast wasn't worth it, recommend the Breakfast with characters for a better experience. Staff could have been a bit more welcoming here and there (some were absolutely amazing, but the latter was unkind)",Janvier 2023,Commentaire envoyé le 8 janvier 2023
683,Guillaume,8.0,La Réunion,,situation et endroit top,,Janvier 2023,Commentaire envoyé le 8 janvier 2023
684,Katherine,7.0,Royaume-Uni,,"Lobby, theme and shop good. Staff friendly. Bus was good and reliable. Starbucks handy (although a little work needed there possibly as a little grim when I visited)  I think it did what it needed for the price we paid at a peak time.  Comfy beds, we all slept well.","So if I’m being picky…  Room was a little tired (most Disney are as I know it’s hard for them to keep sooo many hotel rooms top notch - especially the budget ones). Very small room for 4 people. A little unclean in places if I’m honest. Around plugs etc it was a little dirty. And then I stopped looking too hard around! Gave it a slightly grubby feel. Popcorn on the floor in hallway when we arrived in the afternoon but the chap was hoovering when we came in so can’t blame him! He was trying!  But the whole thing felt tired and worn. Again, it’s a budget hotel. So don’t expect more than a travelodge level with Disney theming. Also very long walks (used to this with Disney Paris hotels) but the walks are outside too, so it’s often cold. No lifts either as it’s 3 star. So if you are floor 1 you need to carry your luggage up. Although they might help if you ask. And I don’t know if it was because we booked with booking.com and not through Disney, but we couldn’t have been put further away from things. Possibly put on the naughty step! Haha. It was fine though. We got a good price and we slept well so we were happy. But yes they could improve.",Janvier 2023,Commentaire envoyé le 4 janvier 2023
685,Sarva,9.0,Royaume-Uni,,"it was pleasant easy access to everything  location, clean",,Janvier 2023,Commentaire envoyé le 4 janvier 2023
686,Joyce,8.0,Irlande,,location and theme was excellent,rooms were a bit cramped for a family and windows draughty but we weren’t in the rooms much,Décembre 2022,Commentaire envoyé le 3 janvier 2023
687,Frank,7.0,Singapour,,Check in is generally fast. Room is of decent size and equipped with many electrical sockets.,"Room is not really sound proof, as you can hear movement along corridor. there are limited English TV channels. bottled water, toothbrushes etc are not provided.",Décembre 2022,Commentaire envoyé le 27 décembre 2022
688,Amg77,7.0,Arabie saoudite,,Experience liked by kids,The room was not ready and they didn't put soaps shampoo etc ..,Novembre 2022,Commentaire envoyé le 21 décembre 2022
689,Kent,7.0,Singapour,,"Must stay if you plan to go disneyland more than 1 day. Shuttle bus to disneypark is just 10mins away every 15mins. Breakfast is ok. The room was ok, not old not new I guess because of the guest high volume.","No kettle to make hot water, no free water, coffee or tea.",Décembre 2022,Commentaire envoyé le 19 décembre 2022
690,Shlomit,8.0,Israël,,the location is very convenient. shuttle service every few minutes was easy to find. the facilities were good. there was Starbucks on site which was convenient.  the rooms are bit old but clean. and there is the Disney magic all around.,the room is small but we managed. 2 adults 2 children and 1 baby.,Décembre 2022,Commentaire envoyé le 8 décembre 2022
691,Linda,8.0,États-Unis,,Walking distance to the park and Disney village. Cleanliness and good mannered staff.  Rooms were a good fit for our family.,The distance to the rooms and lack of assistance with luggage (even with mobility issues). No elevators.,Novembre 2022,Commentaire envoyé le 30 novembre 2022
692,Tracey,9.0,Australie,,Cute hotel. Great location with excellent shuttle service to Disney.,I think it needs a little refresh.,Novembre 2022,Commentaire envoyé le 22 novembre 2022
693,Carly,9.0,Royaume-Uni,,the Toy Story theme and close proximity to the Disney Village and parks,no shops to buy essentials other than the gift store,Novembre 2022,Commentaire envoyé le 20 novembre 2022
694,Kirsty,9.0,Royaume-Uni,,"We loved the property and the cowboy theme, or room was good and we loved all the autumn decoration. It was very nice to see the ponys outside in the morning and the country saloon bar was great. Nice walk to Disney village and parks, lovely scenery all around and quick walk to other hotels.",We would have liked tea/coffee facilities in the room as the breakfast offer at the hotel was too expensive for us. It would have been good if the tv in the room had Disney+ or other smart tv options (eg. Netflix) available. The Starbucks on site was good but it took a long time to be served/receive our drinks at busy times.,Octobre 2022,Commentaire envoyé le 17 novembre 2022
695,Ann,8.0,Irlande,,"Loved the look of the hotel, the food in the restaurant, the comfy beds.",Would have loved a kettle in the room to be able to have cup of tea/coffee after kids went to bed.,Novembre 2022,Commentaire envoyé le 11 novembre 2022
696,Bee,7.0,Malaisie,,Great location with free shuttle between the hotel and the parks / train stations,A little expensive for an old hotel. Quite basic and some items such as face tissue in the bathroom was completely empty when I checked in,Novembre 2022,Commentaire envoyé le 2 novembre 2022
697,Petrhona,8.0,Royaume-Uni,,"Loved the layout of the different buildings, the theme, the staff were all lovely and friendly, all very cheery . Every where was very clean. Shuttle bus to the parks were great.","Rooms could have benefitted from having a kettle with tea and coffee facilities, especially for when your getting organised in the mornings.",Octobre 2022,Commentaire envoyé le 18 octobre 2022
698,James,8.0,Royaume-Uni,,"Great family resort. Significantly better than Newport Bay, for the money.",I would have liked more food options. It's a shame this resort doesn't have a quick serve.,Octobre 2022,Commentaire envoyé le 9 octobre 2022
699,Gerardine,7.0,Irlande,,It was v close to Disney  Breakfast was great,,Septembre 2022,Commentaire envoyé le 30 septembre 2022
700,Allison,9.0,Royaume-Uni,,Enjoyed it all,,Septembre 2022,Commentaire envoyé le 23 septembre 2022
701,Beaubutterfly88,7.0,Royaume-Uni,,Shuttle bus easy to use. Starbucks is a great idea there. The grounds are huge and we didn't manage to take a browse around.  Good you get lots of spare pillows but they were hidden in the drawers which we didn't realise until checking we'd packed everything!  Really good that you can park all day even if you've checked out. TV press blue button to change language on it - fab!,"Amazing that you get a brew every day for free from the vending machine, however the machines don't work properly and you end up giving up with it!  Kettle should be in the room as standard.",Septembre 2022,Commentaire envoyé le 22 septembre 2022
702,Hill,9.0,Royaume-Uni,,Lovely hotel and great theming. Loved the character meet and greet.,,Septembre 2022,Commentaire envoyé le 10 septembre 2022
703,Andrea,7.0,Royaume-Uni,,"great location, good breakfast.  good bus service but close enough to walk too",basic for cost - very expensive,Août 2022,Commentaire envoyé le 31 août 2022
704,Sandra,8.0,Royaume-Uni,,Absolutely lovely hotel lovely setting staff very friendly + breakfast was amazing lots to choose from lovely to have fresh fruits too,Tea / coffee facilities in the room would have been nice + little fridge to keep waters cool.,Août 2022,Commentaire envoyé le 13 août 2022
705,Gillian,8.0,Royaume-Uni,,close to park - free shuttle bus - buffet breakfast perfect - staff really friendly. loved the theme and bonus we got to meet Jessie.,I wasn’t able to stay in same room for stay and had to change after first night.,Août 2022,Commentaire envoyé le 13 août 2022
706,Gillian,7.0,Royaume-Uni,,"nicely spaced out apartments, not all on top of each other. excellent bus shuttle service but equally nice walk to the parks.",queue for breakfast and bag drop,Août 2022,Commentaire envoyé le 13 août 2022
707,Claire,7.0,Royaume-Uni,,great location and theming,lack of water fountains and massive queue for breakfast,Août 2022,Commentaire envoyé le 13 août 2022
708,Mikhail,7.0,Portugal,,Outstanding location close to Disneyland Stylish hotel in a western style Wild West Real horses on the location to ride for kids It gives early access to Disney park and free bus,"It is very old and dated and in need of renovations, especially rooms and hallways.  Breakfast is terrible and basic, huge lines and completely overpriced, just skip it and go to Starbacks instead which is on property.",Juillet 2022,Commentaire envoyé le 23 juillet 2022
709,Kenita,8.0,Royaume-Uni,,"Great Western/cowboy theme, it’s also really close to the park. 15 minutes walk and 5 minutes or less with a bus shuttle which comes every 10 minutes","Cups and cutlery weren’t as clean as they should be, but this is an issue I noticed across restaurants even in the park. I also had an issue getting breakfast because I didn’t have my key card ‘magic pass’, even though I had the confirmation email to proof I stayed at the hotel. The woman refused to let us through. Another employee rushed to get us a keycard so we could have breakfast. I wish I remembered his name, but he went above and beyond.",Juillet 2022,Commentaire envoyé le 21 juillet 2022
710,Gina,9.0,Norvège,,"cozy, location, food, staff",none,Juillet 2022,Commentaire envoyé le 13 juillet 2022
711,Amy,8.0,Royaume-Uni,,"The room was quiet and very clean on the ground floor next to facilities.  Beds were very comfortable. Although hotel was busy we managed to park close to building.  The staff were very friendly and helpful.  We arrived early then parked and took the shuttle bus to the parks which start at 7am and run every 10-15 mins.  We ate in the resturant twice.  The buffet evening meal was absolutely brilliant, best meal we've ever at as Disney Paris good choice of salad, starters and desserts too.  The breakfast was very average although waffles were nice, no full english, more continental but with boiled eggs and some bacon on offer.  There is a startbucks on site but not open til later on.  The resturant got really busy at breakfast and there was a long line by 7:15 so get there early if you want to use the extra magic hour.  When you get off the bus at the park you are opposite the train station, there is a starbucks and another cafe open very early where you can easily get breakfast to stay or coffee to take to the turnstyles so I wouldn't bother with hotel breakfast again.",Well its Disney and it's very overpriced.  I didn't mind the cost for the dinner but I wouldn't eat there for breakfast again as not worth the money or hassle of having to get up early to beat the lines.,Juin 2022,Commentaire envoyé le 21 juin 2022
712,Stanislav,8.0,Bulgarie,,Close to the Disney Park,,Juin 2022,Commentaire envoyé le 19 juin 2022
713,Konstantinos,7.0,Royaume-Uni,,location and Starbucks,"needs renovation, no room service, needs more restaurants",Juin 2022,Commentaire envoyé le 3 juin 2022
714,Stefan,8.0,Royaume-Uni,,The room size,The price and distance to the park,Mai 2022,Commentaire envoyé le 23 mai 2022
715,Maayan,8.0,Israël,,it was ok,long line’s,Mai 2022,Commentaire envoyé le 7 mai 2022
716,Irma,8.0,Pays-Bas,,"An excellent hotel within walking distance of the park, which is also easily accessible by shuttle bus. The theme really appealed to us and was evident throughout the hotel. We could charge our electric car at the nearby hotel New York.",The rooms were not very large for a family of 4.,Mars 2022,Commentaire envoyé le 7 mai 2022
717,Thanard,8.0,Thaïlande,,The hotel is nice but not fancy. The room accommodates 4 people so it’s a good value to go as a family but not as much for a party under 4. Complimentary leave luggage service is nice as you can check out and leave your bags to visit the park and come back for them later.,no lift and my luggage are heavy,Mars 2022,Commentaire envoyé le 12 avril 2022
718,Blathnaid,8.0,Irlande,,Fantastic breakfasts and dinner. Great design and decoration. Very secure feeling. Really good checking of covid vaccine passes.,Very expensive breakfast and dinner. No hand soap in bathroom on arrival.,Mars 2022,Commentaire envoyé le 4 avril 2022
719,Nuala,7.0,Royaume-Uni,,"well located, regular shuttle bus to the Disney village","rooms are quite basic, no lift",Avril 2022,Commentaire envoyé le 3 avril 2022
720,Adrianne,9.0,Royaume-Uni,,great location for walking or getting the bus to Disney,rooms could be slightly larger but they were very comfortable and clean,Avril 2022,Commentaire envoyé le 2 avril 2022
721,Ibrahimsha,8.0,Arabie saoudite,,Beautiful hotel,Is not available Restaurant,Avril 2022,Commentaire envoyé le 2 avril 2022
722,Daniel,7.0,Royaume-Uni,,Good location. Themed rooms were very good,Rooms could be a little bigger. Bathroom shower needs improving to keep water inside the bathtub,Avril 2022,Commentaire envoyé le 1 avril 2022
723,Robin,8.0,Royaume-Uni,,The closeness of the parks were brilliant under a 10 minute walk . Every morning Woody & Jessie were in the foyah of the hotel which was brilliant as our grandson loves toy story.,Could do with a little refurbishment and the all you can eat in the restaurant isn't worth the money in my view.,Mars 2022,Commentaire envoyé le 1 avril 2022
724,Rutairat,9.0,Royaume-Uni,,toy story and cowboy theme hotel. free hot drinks.,no lift.,Mars 2022,Commentaire envoyé le 30 mars 2022
725,Claire,8.0,Royaume-Uni,,theme was great all clean and tidy,curtains didn’t meet so room too bright,Mars 2022,Commentaire envoyé le 22 mars 2022
726,Lesley,9.0,Irlande,,Very friendly energetic staff. Theme of hotel grounds brilliant. Rooms generous size. great shower pressure. Only few minutes walk to park. Shuttle bus every 10 mins also. we stayed in doc holiday building in standard woody room & it was perfect for us.,"nothing, just a quick note - for anyone who wants to style or dry hair, bring a hair dryer. hair dryer is only a little hand held blower in the bathroom. Also no tea/coffee or mini bar in rooms but complimentary coffee machine in each building.",Mars 2022,Commentaire envoyé le 16 mars 2022
727,James,7.0,Royaume-Uni,,the theming of this hotel is by far the best out of all the Disneyland Paris hotels! It was created to be like a movie set and that’s exactly what it is! It should be higher up on the hotel ratings.,"because of the low star rating, this hotel is a litter poor here & there, which is sad because there isn’t another hotel like it around. it could be so much more.",Mars 2022,Commentaire envoyé le 14 mars 2022
728,Katy,8.0,Royaume-Uni,,Overall a great experience. We have stayed here 5 times,The staff outside doing the Covid pass checks,Mars 2022,Commentaire envoyé le 10 mars 2022
729,Amanda,8.0,Royaume-Uni,,Staff excellent but working too hard. Need more.,Too far from reception. No tea or coffee making facilities. No shower caps. Cold food. No sugar in Starbucks.,Mars 2022,Commentaire envoyé le 9 mars 2022
730,Bernard,9.0,Suisse,,The reception and diner,Nothing,Mars 2022,Commentaire envoyé le 6 mars 2022
731,Grace,7.0,Royaume-Uni,,the theming was great. we loved the cowboy buildings.,,Février 2022,Commentaire envoyé le 21 février 2022
732,Kathleen,9.0,France,,the room was quiet and beds were extremely comfortable. bathroom was clean and water was hot.,i have nothing negative to say,Février 2022,Commentaire envoyé le 10 février 2022
733,Victor,8.0,Brésil,,the old west citie!!!!,no elevators in the buildings,Janvier 2022,Commentaire envoyé le 15 janvier 2022
734,Michalis,9.0,Grèce,,,tiny room for family,Janvier 2022,Commentaire envoyé le 4 janvier 2022
735,Darren,7.0,Irlande,,location and theme,rooms abit smelly and price.,Décembre 2021,Commentaire envoyé le 28 décembre 2021
736,Daniel,9.0,Portugal,,The location is great and the shuttle to the park is very frequent and convenient. The room was good and clean.,The quality of the food in the hotel restaurant is reasonable but the price is way too high for the offer. No other alternative nearby for meals and breakfast. The Starbucks in the hotel is always too crowded and has minimal offer.,Décembre 2021,Commentaire envoyé le 14 décembre 2021
737,Renata,8.0,République tchèque,,Western style :),small bed for 2 adults,Décembre 2021,Commentaire envoyé le 12 décembre 2021
738,Hcmason,8.0,Suisse,,Hotel a short walk from Disney Village and Park. Very nice western theme that extends through the hotel and grounds. The staff are very friendly and helpful. Room was basic but was clean and met our needs. Will stay here again for next visit.,"The drinks machine in the building where our room was often ran out of cups, so we were unable to get a hot drink.",Novembre 2021,Commentaire envoyé le 29 novembre 2021
739,Cintia,8.0,Argentine,,"The atmosphere is great, very nice Woody setting in the rooms. The Christmas decoration makes things even nicer! We had a problem buying tickets for the park online and the staff was very helpful",Food is always expensive and bad quality at Disney,Novembre 2021,Commentaire envoyé le 29 novembre 2021
740,Lucia,8.0,Royaume-Uni,,"I loved the theme, restaurants and staff. covid protocols were good too. checkin was easy.",I felt like the double bed was a bit hard for my liking but the pillows were comfortable.,Novembre 2021,Commentaire envoyé le 27 novembre 2021
741,Ai,7.0,Allemagne,,Free shuttle bus every 10 min. Starbucks and the general store open until late. Easy checkout.,"Baby cot is provided without a mattress. There is no high chair, although it says it would be provided upon requested.",Novembre 2021,Commentaire envoyé le 26 novembre 2021
742,Trent,8.0,Espagne,,Theme of hotel is really well done. Few mins walk to Disney village/parks,"Rooms, nothing but beds really.. But it's what we expected and needed",Novembre 2021,Commentaire envoyé le 23 novembre 2021
743,Andrii,8.0,Allemagne,,"Vibes, location, style and interior. Buffet","Thin walls, hard beds",Novembre 2021,Commentaire envoyé le 20 novembre 2021
744,Celine,8.0,Australie,,"Atmosphère, spacious, and fun",waiting an hour at the reception for checking,Octobre 2021,Commentaire envoyé le 17 novembre 2021
745,Brooklyn,9.0,Royaume-Uni,,,The only thing I dislike about this hotel is I find the beds uncomfortable. There too hard for me.,Octobre 2021,Commentaire envoyé le 11 novembre 2021
746,Konstantinos,8.0,Grèce,,Great location. 5 minutes far from Disney Park. Free transfer every 10-15 minutes.,Small room. Not so new.,Septembre 2021,Commentaire envoyé le 15 octobre 2021
747,Margarida,7.0,Portugal,,"Location is perfect, 10min walk to DIsney Village. The concept is really nice, very well decorated.","Super cold bedroom, small bed and no noise isolation. Poor breakfast.",Octobre 2021,Commentaire envoyé le 6 octobre 2021
748,Florent,7.0,Suisse,,"Friendly staff, good location (10-15 min walk from Disney village), spacious room, comfortable beds, nice deco","Double door linking adjacent rooms together = very noisy if your neighbors start talking/watching TV etc. The girl next door started crying at 1:00AM so we couldn't sleep. The room is lacking a small fridge to store food/milk for children, which would really be welcome considering the poor food choice in the surrounding area. Rooms are too expensive, poor value for money.",Septembre 2021,Commentaire envoyé le 23 septembre 2021
749,Aamir,7.0,Arabie saoudite,,The location is very close to Disneyland. There are shuttles every 5 mins to and from disneyland which is very comforting.  It was a good experience overall.,The property is a little old and needs refurbishment. There is no fridge in the room and we had to change the room as the air conditioning was not working. The rooms on the ground floor are much better than then ones on the 1st floor.,Juillet 2021,Commentaire envoyé le 30 juillet 2021
750,Andrew,7.0,Allemagne,,"Lovely themed resort, great facilities in the main building with store, restaurant and Starbucks coffee house. Cast members were very friendly, location of resort perfect for walking to and from the parks with easy parking available. One of the more affordable entries to on property accommodation.","Rooms were extremely clean, nicely themed, but very very very basic and quite cheap feeling (even at this price point)",Juillet 2021,Commentaire envoyé le 20 juillet 2021
751,Luke,9.0,Royaume-Uni,,"A typical Disney hotel, staff are very helpful and always have a smile on their face, lots of merchandise options and a nice family feel to the place. Woody's roundup room was themed for all ages, so anybody can appreciate the hotel. Very impressed with just how close it is to the park, around a 5/10 minute lakeside walk.","They put on shuttles through the day from the hotel to the airport, just keep an eye on times if you have an early flight as the first leaves around 6:40am.",Février 2020,Commentaire envoyé le 14 mars 2020
752,Laura,8.0,Royaume-Uni,,The room was great and the hotel is lovely with a wonderful location.,"The check in process took nearly an hour at 10pm at night, not sure why it was so difficult and the cast member kept walking away. My children were exhausted and it started the trip off terribly.",Février 2020,Commentaire envoyé le 7 mars 2020
753,Andy,9.0,Royaume-Uni,,,The main bed was very hard.,Mars 2020,Commentaire envoyé le 6 mars 2020
754,Marco,9.0,Luxembourg,,"Wonderful breakfast, like the Spirit ...",,Janvier 2020,Commentaire envoyé le 1 mars 2020
755,Rebecca,8.3,Royaume-Uni,,"Everything was clean, old western themed, amazing throughout from room to cafe!","Staff’s English wasn’t the best, hard to ask questions/find the answer",Février 2020,Commentaire envoyé le 29 février 2020
756,Louise,7.9,Royaume-Uni,,I liked the toy story theme,"No kettle to make drinks, bed was uncomfortable and only thin quilts on both pull out and double bed and not many English channels on tv.",Février 2020,Commentaire envoyé le 25 février 2020
757,Fatiha,8.0,Pays-Bas,,The bed was ok en the room. The food was ok. The experience was beautyfull.,The room was not big.,Février 2020,Commentaire envoyé le 25 février 2020
758,Susiewong6,8.0,Royaume-Uni,,We liked the fact that the hotel was themed and well done. The free shuttle bus was excellent.,The beds were extremely hard. It would have been good to have a fridge in each room.,Février 2020,Commentaire envoyé le 20 février 2020
759,Patricia,7.0,États-Unis,,Great coffee machine. Excellent buffet,Unfriendly staff,Février 2020,Commentaire envoyé le 16 février 2020
760,Anthony,8.0,Royaume-Uni,,Good basic hotel. Great location,It is a littlw bit too quiet of an evening. Could do with some form of entertainment,Février 2020,Commentaire envoyé le 12 février 2020
761,Kerryann,8.0,Royaume-Uni,,Meet and greet woody in the lobby,Nothing,Février 2020,Commentaire envoyé le 9 février 2020
762,Heather,7.0,États-Unis,,I liked the location and decor. Had gift shop and starbucks attached. Easy check in/out.,Bed was not comfortable at all. Did not see elevator so had to drag suitcases upstairs. Store and Starbucks not open early morning when checking out (6:30am).,Février 2020,Commentaire envoyé le 9 février 2020
763,Nuno,7.9,Portugal,,Great staff! Very kind.,,Février 2020,Commentaire envoyé le 6 février 2020
764,Cheryl,7.5,Australie,,,I think the rooms could do with drink making facilities,Février 2020,Commentaire envoyé le 5 février 2020
765,Emma,9.2,Irlande,,"Proximity to Disney, rooms were clean and comfortable, nice toy story theme","The hall ways to the rooms are extremely dirty, also no kettle in the rooms makes it awkward for babies bottles, tea machine in the hall allows 3x 4 oz of hot water but didn’t work any time I tried",Février 2020,Commentaire envoyé le 2 février 2020
766,Zak,8.0,Royaume-Uni,,Facilities and walking distance to and from the parks,Mattress was very hard and uncomfortable,Février 2020,Commentaire envoyé le 1 février 2020
767,Lucy,9.0,Royaume-Uni,,"It was nicely themed, my daughter loved it. Located just a 10 minute walk from Disneyland so ideal.  The staff were very helpful and answered all of my questions patiently and with very good English.","You don't automatically get a kettle for your room, I think you have to ask for one. Also the main car park was very busy and we really struggled to find a space.",Janvier 2020,Commentaire envoyé le 1 février 2020
768,Vera,8.8,Royaume-Uni,,food was lovely and very close to disneyland parks,beds weren’t comfortable,Janvier 2020,Commentaire envoyé le 31 janvier 2020
769,Lizzie,7.0,Royaume-Uni,,"Beds were very comfortable, the room looked amazing and the whole place made it feel special. I loved the detail and the shower was also good. The bathroom was clean and funcitonal.","No kettle or fridge, also the safe was very small. The walls were very thin between the rooms and the size of the room was quite small, it was fine for 3 people but would be a struggle for more.",Janvier 2020,Commentaire envoyé le 31 janvier 2020
770,Charlene,7.0,Malte,,,The only thing that we weren't satisfied was that we had booked a room with 2 double beds and when arrived we saw a bed and a sofa. We didn't made a big deal as we stayed there only for 2 nights.....apart from that room was comfortable and close to Disney park.,Janvier 2020,Commentaire envoyé le 28 janvier 2020
771,Colista,8.0,États-Unis,,The room itself was clean and comfortable.,The hall ways were dirty and needed to be cleaned where you can see the dust on the wood floor.,Janvier 2020,Commentaire envoyé le 21 janvier 2020
772,Claire,9.2,Royaume-Uni,,"The hotel was clean and location was really good, wasn’t too far away from Disneyland but wasn’t too close so that it was disruptive.","The lack of facilities in the rooms such as kettles, mug etc. Also that we had to pay for milk to have a cup of tea/coffee and had to use paper cups.",Janvier 2020,Commentaire envoyé le 20 janvier 2020
773,Louise,8.0,Royaume-Uni,,Clean and amazing price,Nothing,Décembre 2019,Commentaire envoyé le 17 janvier 2020
774,Emma,8.0,Irlande,,Loved everything else,No lift for prams.,Janvier 2020,Commentaire envoyé le 12 janvier 2020
775,Jennifer,8.0,Royaume-Uni,,"Toy Story themed decor was fun. Adjoining family rooms helped. Courtesy bus to parks, though the walk wasn’t long anyway but good when tired.",Double beds were hard. This was disappointing. The USB plugs in the room didn’t work. Reliance on single use plastics,Janvier 2020,Commentaire envoyé le 12 janvier 2020
776,Emily,10.0,France,,l’ambiance far west avec playlist  countey en continue outside! genial,ras,Janvier 2023,Commentaire envoyé le 10 janvier 2023
777,Caitlin,10.0,Australie,,"in walking distance to the parks or a shuttle out the front, awesome theming, Starbucks on the property and also 4 credits a day to use the coffee machines around the property",N/A,Décembre 2022,Commentaire envoyé le 7 janvier 2023
778,Hayley,10.0,Royaume-Uni,,great start to the magical holiday with the woody characters,thin towels,Janvier 2023,Commentaire envoyé le 4 janvier 2023
779,Jessica,6.0,États-Unis,,the theme and focus on kids,the communal areas are very crowded and consequently quite messy. staff are helpful but clearly a bit overworked,Décembre 2022,Commentaire envoyé le 31 décembre 2022
