,0,1,2,3,4,5,6,7
419,David,9.0,Royaume-Uni,,Brand new feel of the place,No bath for children Expected an English disney or marvel channel on TV No breakfast tea bags,Décembre 2022,Commentaire envoyé le 7 décembre 2022
420,Ashraf,10.0,Arabie saoudite,,location and style,,Décembre 2022,Commentaire envoyé le 1 décembre 2022
421,Yasser,7.0,Arabie saoudite,,location,"very early checkout time 11.00AM, beds are too small, breakfast limited options, very expensive",Novembre 2022,Commentaire envoyé le 28 novembre 2022
422,Rashid,8.0,Émirats arabes unis,,,they don’t give as a late check out,Novembre 2022,Commentaire envoyé le 8 novembre 2022
423,Susan,10.0,Royaume-Uni,,cleanliness and smell,,Octobre 2022,Commentaire envoyé le 30 octobre 2022
424,Bob,10.0,Royaume-Uni,,amazing for avenger loving children and adults alike,bathroom a bit 3 star with shower in bath combo,Octobre 2022,Commentaire envoyé le 15 octobre 2022
425,Jason,10.0,Nouvelle-Zélande,,We liked the theme and hotel decor. The kids loved the drawing room and the pool.,It was a bit expensive.,Octobre 2022,Commentaire envoyé le 14 octobre 2022
426,Suela,10.0,Albanie,,Location was very good,Service to the restaurant,Octobre 2022,Commentaire envoyé le 5 octobre 2022
427,Pazit,8.0,Israël,,"It's beautiful hotel close to the park, with very nice rooms. We were there only for 1 night.",It's not value for the money. i.e. its too much expensive.,Septembre 2022,Commentaire envoyé le 3 octobre 2022
428,Debbie,10.0,Royaume-Uni,,"Absolutely everything . it’s such a stunning hotel , the theming & art work is just so special. Spacious modern sleek rooms to amazing restaurants .",There’s nothing I didn’t like  at all,Septembre 2022,Commentaire envoyé le 29 septembre 2022
429,Yu,10.0,Espagne,,Everything! It's truly magical.,,Septembre 2022,Commentaire envoyé le 26 septembre 2022
430,Shawn,10.0,États-Unis,,The location of the hotel was perfect to entry to the park. I was very easy for us to get to the park and back to the hotel without having to deal with any traffic.,Everything was great. There were no disappointments.,Septembre 2022,Commentaire envoyé le 23 septembre 2022
431,Elif,8.0,Turquie,,"It is in the park, walking distance. The stuff is helpfull and lovely.",There is a fridge in the room but there is not even a water in it. You have to carry your water to your room everyday.,Septembre 2022,Commentaire envoyé le 17 septembre 2022
432,Zsolt,7.0,Hongrie,,Location. Design. Superhero training park. Superhero station. Drawing studio.,Slow and expensive room service. Check-in can be as late as 5 pm. Empty minibar.,Septembre 2022,Commentaire envoyé le 14 septembre 2022
433,Wahabm,7.0,Koweït,,,make sure that your room booking include the park ticket . im my case I couldn't enter Disneyland because the park ticket was sold out and I can't cancel the room booking because it was non refundable.,Août 2022,Commentaire envoyé le 11 septembre 2022
434,Jimmy,10.0,Canada,,dinner and dinner buffet especially was superb.,"waiting too long at Manhatten my wife is disabled cant stay standing for long put a few lounge chairs after the desk for disabled people or elderly less embarrassments after. staff did help brought a chair she sat on til we were seated and the special escalator lift her up when she left, great that it was there.",Septembre 2022,Commentaire envoyé le 4 septembre 2022
435,Haitham,10.0,Arabie saoudite,,everything,nothing,Août 2022,Commentaire envoyé le 26 août 2022
436,Nada,8.0,Émirats arabes unis,,it’s close to the park,very crowded,Août 2022,Commentaire envoyé le 5 août 2022
437,Tariq,7.0,Bahreïn,,,Poor value for money,Juillet 2022,Commentaire envoyé le 1 août 2022
438,Ammar,10.0,Arabie saoudite,,"The staff were more than great in explaining everything we needed, and very helpful and friendly.",Nothing.,Juillet 2022,Commentaire envoyé le 27 juillet 2022
439,Charlotte,9.0,Royaume-Uni,,The location was fabulous. The pool and kids club great but the rooms were nothing amazing and the variety of food for the children for lunch was limited. Breakfast great for the kids and staff were amazing,Not much variety of food for children and rooms were nothing amazing considering the amount it costs to stay 3 nights,Juillet 2022,Commentaire envoyé le 18 juillet 2022
440,Lorraine,9.0,Chypre,,"The design, the sky bar  and the proximity to Disney.",The choice of restaurants is not too good and also constantly full.,Juillet 2022,Commentaire envoyé le 10 juillet 2022
441,Sharif,9.0,Qatar,,"Great well trained staff, amazing spacious rooms, very clean, very close to the attractions, amazing restaurants with variety of food options.",Nothing to be done after 11 pm,Juillet 2022,Commentaire envoyé le 9 juillet 2022
442,Khalifa,10.0,Qatar,,it’s perfect place,nothing,Juillet 2022,Commentaire envoyé le 6 juillet 2022
443,Abdulaziz,10.0,Koweït,,very near of disneyland,nothing,Juin 2022,Commentaire envoyé le 26 juin 2022
444,Marie,9.0,Allemagne,,It was an amazing stay as we imagined!!The hotel is breathtaking and the staff very attentive.  we had a beautiful room at the 3rd floor and a free badge at the reception for the 30th anniversary. I totally recommend the Marvel complex!,A bit nosy at night time in the main hall and the prices at the Skyline bar.,Mars 2022,Commentaire envoyé le 22 mai 2022
445,Clint,10.0,États-Unis,,Location excellent. Couldn’t get reservation for breakfast.,,Mai 2022,Commentaire envoyé le 17 mai 2022
446,Gehan,8.0,Sri Lanka,,,The room was too small for our family.,Avril 2022,Commentaire envoyé le 16 mai 2022
447,Diana,9.0,États-Unis,,Walking distance to the park. Free car parking. Hotel smells so good once you enter from the entrance. Room is nice comfortable and clean. Staff is really friendly.,Too pricy,Mai 2022,Commentaire envoyé le 10 mai 2022
448,Ciara,7.0,Irlande,,"The property’s location was very good, rooms are spacious with usbs which saved the need to plug adapters for phone charging.",Bathroom had some damage and the “garden view” isn’t worth the extra. Some of the staff were also quite rude and I haven’t been able to find anyone to contact regarding this.,Mars 2022,Commentaire envoyé le 2 mai 2022
449,Ghadir,9.0,Arabie saoudite,,"near to every thing , safe","room serves over night no choice, there’s no sleeper in the rooms, and no toothbrush",Mars 2022,Commentaire envoyé le 14 avril 2022
450,Ghadir,9.0,Arabie saoudite,,"in Disney, safe","No sleeper in the rooms, and there no toothbrush in the bathroom",Mars 2022,Commentaire envoyé le 14 avril 2022
451,Jessica,10.0,États-Unis,,Location was great.,Kids in the bar.,Avril 2022,Commentaire envoyé le 6 avril 2022
452,Valentina,7.0,Italie,,"The hotel is currently the closest to the entrance of the park, its location is very convenient place. Check-in and check-out were very quick and luggage management perfect. I found the staff who spoke my language and organized in a short time the possibility of taking pictures in the set. The bathrooms in the lobby are perfect and allow you a quick stop before entering the park.","Having booked with booking I did not use breakfast, unfortunately they required the same amount for adults and children and it did not seem correct. When I had evaluated the reservation I had read that the shuttle service to the CDG airport was available, only to find out that the service was paid. I had contacted the structure to know this information many time before my arrival, but they didn't answer me.  With reference to the room I found it perfect, maybe I would have preferred a large shower instead of a bathtub with glass.",Mars 2022,Commentaire envoyé le 6 avril 2022
453,Kathryn,10.0,États-Unis,,"I LOVED this hotel!  This was our first time at Disneyland Paris, and we LOVED our stay here and the experience of DLP.  The hotel is exceptional!  I have stayed at many WDW hotels and this one is one of my favorites as far as the room and the theming and fun details of all aspects of the hotel.  The location to the parks and the shopping and restaurant area (it's like a mini-Disney Springs that you walk through to get to the entrance of both parks) was fantastic.  We had a first-floor room (Spiderman floor- each floor was a different superhero theme!) so we were able to just walk out our patio to go to the parks.  The AMAZING attention to theming detail of Marvel just blew me away! A showcase of 3 full-sized Iron Man suits and another of 3 Capt. America shields!!!! WOW!! They even pipe in a subtle and lovely aroma perfumed scent throughout the lobbies that greets you upon entering (which you can buy a bottle of in the gift shop of course!).  The rooms were exceptional big especially when compared to most hotel rooms in Europe. We were a party of 4 adults, and we did not feel cramped. We used the indoor pool- it was nice- but it closes at 10:00 which is early if you're gone all day. There is also a cool kid's activity room that looked like it would be fun for little ones. The bar is themed like you're at the top of the Avenger's NYC skyscraper! We had dinner in the main dining room.  It was good tasting buffet food, good variety and it was presented with great Disney/Marvel flair. Vegetables, potatoes, and a few main dishes were cut out in mickey ears which was fun, the drinks were all Marvel hero themed and the desert bar!!! oh my goodness- that was the highlight!!! So many different kind of Marvel themed beautiful deserts- it was hard to choose.  They VERY MUCH need to build a 2nd hotel just like this one in Florida so I can stay there again! This hotel is too great to just have it in just one location.","The main difference between this hotel and ones in Florida is that it didn't offer a cafeteria style meal option room for a faster and less expensive ""grab and go self-service"" type of restaurant. If you were staying multiple days at this hotel, I would think you'd want the faster, easier, less expensive, more food options and more casual type of cafeteria style restaurant option like they have in most of the hotels at Disney World. You don't always want a sit down/waiter service restaurant- especially if you're traveling with kids. The only other little con is that while it was great to have an indoor pool, the hours need to be a little longer.  The hot tubs closed at 9:45 and the pool at 10:00. If you're in the park til close and then eat dinner or shop by the time you walk back to the hotel that leaves little time to get ready and go down to enjoy the pool/hot tub after a long day. We got down there at 9:30 and settled in the hot tub and after only 10 minutes they were kicking us out! bummer",Mars 2022,Commentaire envoyé le 4 avril 2022
454,Galina,10.0,États-Unis,,"easy/short walk to all attractions and train station. very clean, very friendly. breakfast buffet is a top notch. loved every minute of our stay.",,Avril 2022,Commentaire envoyé le 4 avril 2022
455,Rashad,10.0,Israël,,i came because Spiderman for my kid,,Mars 2022,Commentaire envoyé le 4 avril 2022
456,Khadijdra,10.0,États-Unis,,The breakfast was amazing. The staff was so lovely.,That I had to leave .,Mars 2022,Commentaire envoyé le 31 mars 2022
457,Lucy,10.0,Royaume-Uni,,Everything!!,Buffet and breakfast at Downtown at little expensive!,Mars 2022,Commentaire envoyé le 28 mars 2022
458,Nuno,10.0,Portugal,,all perfect.,,Février 2022,Commentaire envoyé le 27 mars 2022
459,Natalie,9.0,Royaume-Uni,,"theming is beautiful, love the art around the hotel, modern facilities, comfy bed, spacious rooms, restaurants excellent and the Skyline bar! As marvel fans we really appreciate the whole concept and we love New York! 5 min walk to parks the best hotel here in our opinion 😀","the only thing in the future would be price, costing a future trip the prices look more expensive.",Mars 2022,Commentaire envoyé le 24 mars 2022
460,Mandy,10.0,Royaume-Uni,,it was fab,,Mars 2022,Commentaire envoyé le 24 mars 2022
461,Vaggelis,9.0,Pays-Bas,,"Great room, spacious, clean, and beautifully decorated. Ofc its a new hotel and wouldn't expect anything else but still its very beautiful and has the comic book vibe.Helpful staff, concierge immediately service you, and in general everyone was very polite(expect the housekeeping maids, but hey that job is not fun). Boutique and hero station amazing for big and young kids :)","only the price! It could be a 10-20% cheaper. Also more English speaking staff, some of them were really struggling...Especially the waiters in the restaurants you would expect fluent english, but indeed we run into 2 people that couldnt speak english !! amazing these days..",Mars 2022,Commentaire envoyé le 20 mars 2022
462,Veronika,10.0,Royaume-Uni,,"Amazing hotel, kids loved it. Beautiful, clean rooms, very good food and literally on the doorstep of the both parks. everything you need",there is nothing I could complain about,Février 2022,Commentaire envoyé le 20 mars 2022
463,Mohamed,10.0,Arabie saoudite,,everything was perfect & the staff working there are very helpful & friendly.,nothing,Mars 2022,Commentaire envoyé le 18 mars 2022
464,Rachel,10.0,Irlande,,it is so modern and clean and spacious five min walk to the park!the breakfast was delicious,the food is the buffet restaurant was disgusting!and very overpriced!,Mars 2022,Commentaire envoyé le 10 mars 2022
465,Dawn,10.0,Irlande,,Staff are excellent hotel is just fantastic,,Mars 2022,Commentaire envoyé le 7 mars 2022
466,Tamir,8.0,Belgique,,"Empire club benefits, beautifully renovated","Upon check in, staff wasn't updated about Birthday celebration, but managed to fix something small last minute.",Février 2022,Commentaire envoyé le 7 mars 2022
467,Steven,10.0,Belgique,,Everything!,,Mars 2022,Commentaire envoyé le 4 mars 2022
468,Amani,10.0,Koweït,,"I loved the theme, cleanness","Room service they don’t answer the phones, and no complementary water. Also it needs a small grocery store near by for emergencies.",Mars 2022,Commentaire envoyé le 4 mars 2022
469,Saskia,10.0,Belgique,,"the comfort, the design, the location",the price is sadly too steep to always come back each time we visit Disneyland,Mars 2022,Commentaire envoyé le 3 mars 2022
470,Sophie,9.0,Royaume-Uni,,Location was amazing!!! Staff friendly and just perfect for my little superhero,That the maid didn’t put new toilet paper empty bins etc thwy would just make the bed up not even change it,Février 2022,Commentaire envoyé le 28 février 2022
471,Holly,10.0,Royaume-Uni,,Property was fantastic. amazing service. We used the valet service which was brilliant. Unfortunately we had a flat tyre and the concierge were amazing and managed to find us somewhere for a new tyre.,,Février 2022,Commentaire envoyé le 23 février 2022
472,Elodie,9.0,Espagne,,"The decor of the hotel is absolutely amazing.  The Marvel pieces of art scattered around are gorgeous, and it´s definitely worth walking the corridors.  The staff was exceptional - very helpful and kind.","The room fitted two double beds, which left little space to move around the bedroom.  No slippers / Bathrobe provided (which we expected given the pool / sauna amenities, and hotel standards generally)",Janvier 2022,Commentaire envoyé le 1 février 2022
473,Shauna,10.0,Malte,,"Amazing Decor, and ambience! Friendly staff, and rooms are spacious and modern 😍",,Janvier 2022,Commentaire envoyé le 24 janvier 2022
474,Kelgo90,9.0,Royaume-Uni,,"The theming is premium throughout with a nod to marvel, greys, silvers and blacks with a pop of colour from the artwork. A gallery to walk each floor and area of the hotel if you have time, you wont see the same piece twice.  Downtown restaurant was very family friendly with a selection of great food but still set to a high standard. The meatballs in particular were melt in the mouth perfection! Definitely recommend a meal there, speak directly to Concierge via email. The room was premium with a good feel of modern and marvel. Smart tv and speakers than link via your phone to stream digital tv and speakers in the bathroom is a cool modern perk. No two rooms are the same with the artwork on the wall. Coffee facilities in the room are a bonus as other disney hotels provide coffee machines on each floor with 1 drink per night loaded onto your magicpass so to offer 4 espressos tea and milk in the room as standard was a good gesture from disney. Ice machines are available in 3 locations on each floor as well.  It is the closest of all hotels apart from disneyland hotel,literally a 30 second walk from disney village to reception so this is definitely a plus point.  There are cast members everywhere and nothing is any trouble. The customer service standard is very high.  Merchandise shop is small so dont get too excited, but it does house some artwork, toys and a fridge of cold drinks. A quick walk to disney village or across the water to newport bay will provide you with snacks and more merch.","The price i paid around £220 for the night was enough as a special treat. To be charging upwards of £500 a night average at peak time is crazy to me. Check the yearly calendar to get the best rate and plan your stay around the hotel if you can rather than book flights first. January is by far the most affordable time.  So if you are undecided abour your stay, its all relative to your budget, if you can get it at an affordable price ie what i paid, treat yourself if budget allows but i wouldnt pay more than i did.  Hotel restaurant reservations are hard to get if you are not a guest, which isnt a negative as such as it makes you feel quite privileged when you are able to get one. Contact Concierge directly for either restaurant but both lounges are available without reservation to non guests. (Just to mention Annual passholders receive discount at the restaurants not the bar and lounge.) Check in was a little chaotic, may have been the time of day, around 11am, but even when we returned at 3pm for our room it was still guest heavy. the main reception area is quite small to receive high volumes of guests so i would plan your check in time.",Janvier 2022,Commentaire envoyé le 22 janvier 2022
475,Isabelle,10.0,États-Unis,,,We had a connected room and we were able to hear the guests talking from the other room even the connected doors were closed.,Janvier 2022,Commentaire envoyé le 7 janvier 2022
476,Glenn,10.0,Royaume-Uni,,"For Marvel fans a treat, and a few steps to Disney,",,Octobre 2021,Commentaire envoyé le 28 décembre 2021
477,Basel,10.0,Arabie saoudite,,"Excellent, we would like to thank the lady on the front Disk ( Ezie) whom really made our stay magical.","only Spiderman, they should bring / creat more Avengers",Novembre 2021,Commentaire envoyé le 14 décembre 2021
478,Oroliss,9.0,France,,"all was great to be honest, staff is kind and always available. they always welcome you with a smile.",nothing,Décembre 2021,Commentaire envoyé le 11 décembre 2021
479,Graham,7.0,Espagne,,How close it is from Disney Village.,"The general cleaness of the room: half empty bottles of water when we entered the room, the next day the cleaning person left his/her juice bottle in the room.  No refill of soap, the hot water tap of the bath stayed in my hand.",Décembre 2021,Commentaire envoyé le 8 décembre 2021
480,Marian,9.0,Irlande,,As a marvel fan I was in my element with all their artwork and props.,The pillows. The worst pillows I’ve ever had to sleep on.,Décembre 2021,Commentaire envoyé le 2 décembre 2021
481,Tehila,8.0,Israël,,Impeccably clean and comfortable,Some confusion about our room. Not enough information about the park,Novembre 2021,Commentaire envoyé le 1 décembre 2021
482,Chris,9.0,Allemagne,,Right at Disney village and the park.,Everything is expensive but I guess it is to be expected for Disney..,Novembre 2021,Commentaire envoyé le 29 novembre 2021
483,Charlie,9.0,Royaume-Uni,,"Fantastic location right next to the Disney Village, perfect for any Marvel or Disney lover, but superb for those who don’t also as it’s tastefully decorated and stunning. The rooms were spacious, the amenities were fantastic and the staff were exceptional. We stayed at Christmas and there was a Christmas tree in our room and decoration throughout the whole hotel.",It’s quite expensive when compared to some other properties in the area. The bed was also quite hard.,Novembre 2021,Commentaire envoyé le 16 novembre 2021
484,Philippe,9.0,Suisse,,The room on the ground floor were very practical given the sanitary situation.,Nothing,Novembre 2021,Commentaire envoyé le 11 novembre 2021
485,Salson,8.0,Égypte,,"location is great , concierge is amazing ,",room is too small for us (4 persons),Octobre 2021,Commentaire envoyé le 11 novembre 2021
486,Rayna,10.0,États-Unis,,everything,nothing everything was amazing,Octobre 2021,Commentaire envoyé le 15 octobre 2021
487,Helen,8.0,Royaume-Uni,,,Room very noisy near lifts and soundproofing poor,Octobre 2021,Commentaire envoyé le 15 octobre 2021
488,Dora,9.0,Allemagne,,Room was spacious and clean Decoration throughout the hotel was excellent and well done for the Marvel theme Easy access to Disney parks,Difficult to get dinner reservation,Septembre 2021,Commentaire envoyé le 10 octobre 2021
489,Nuno,10.0,Portugal,,All perfect.,All good.,Octobre 2021,Commentaire envoyé le 4 octobre 2021
490,Paul,9.0,Roumanie,,"The design, facilities and the fact that it is clean",Too expensive for what it’s offering,Septembre 2021,Commentaire envoyé le 2 octobre 2021
491,Inbar,9.0,Israël,,Everything,Everything was perfect,Septembre 2021,Commentaire envoyé le 27 septembre 2021
492,Alexandria,10.0,Royaume-Uni,,I loved everything. The whole experience was amazing,,Septembre 2021,Commentaire envoyé le 26 septembre 2021
493,Basma,8.0,Arabie saoudite,,Marvel Decorations was on point! love everything,nothing,Septembre 2021,Commentaire envoyé le 25 septembre 2021
494,Tazsa,10.0,Italie,,"We absolutely loved this property, this was our very first time staying at a Disney hotel and it exceeded our expectations. The rooms were nice, the  hotel was very clean & it was extremely close to the Disneyland, Walt Disney studios & the Disney village.",,Septembre 2021,Commentaire envoyé le 19 septembre 2021
495,Janet,7.0,Royaume-Uni,,"The location is fantastic and the renovation done very well.  The rooms are modern and spacious with mod cons such as a fridge, UBS leads and kettle/coffee maker.  Bed comfortable, and room quiet and large.  The staff friendly.  The concierge very helpful for organising a trip to Versailles. The gym was good with a wide range of equipment.","The shower was two taps to turn on to mix, which  was a bit surprising these days.  One tap was loose already which does not bode well.  The hotel only re-opened less than 3 months ago, and the shower is not standing up to the wear already.  But it was a hot good shower. Cost is hefty given it is just a room.  One pays for the location.  Car parking was free but I do wonder how long this will last given the changes with breakfast and other cost changes such as Fast Passes.  I feel that Disney sees its customers as dollar/euros and has forgotten the Magic.",Septembre 2021,Commentaire envoyé le 13 septembre 2021
496,Al,9.0,Arabie saoudite,,,Housekeeping,Juillet 2021,Commentaire envoyé le 31 juillet 2021
497,Eysa,8.0,États-Unis,,I was amazed nevertheless the housekeeping skipped my room and it was very dissapointing,"staff, theme",Juillet 2021,Commentaire envoyé le 26 juillet 2021
498,Liam,7.0,Suisse,,"Nice hotel with great theming, breakfast was amazing with loads of options.",Selected a room with a garden terrace however this wasn't available upon arrival. The food from the Manhattan restaurant was disappointing.,Juillet 2021,Commentaire envoyé le 23 juillet 2021
499,Mari,9.0,Finlande,,"Amazing hotel, short distance from Disneyland. All Marvel artwork ext were amazing. Everything was new and clean.",For the price that the room was it would have been great to include breakfast.  It was not so easy to combine my two reservations at the reseption. I tried to do it before the trip but didn´t get any answer.,Juillet 2021,Commentaire envoyé le 17 juillet 2021
500,Wm,10.0,Allemagne,,We absolutely enjoyed our stay at this hotel. The Staff treated us kindly and we were pleased that the walk to the parks was not very far at all. We’re a Marvel loving family so this place was perfect for us and would definitely stay here on a future visit to Disneyland.,,Juillet 2021,Commentaire envoyé le 10 juillet 2021
501,Vince,8.0,Allemagne,,"Themed music, decor, kid activities were exceptional. Very accommodating for combining rooms together & helping with special request for a floor level room.","Breakfast at Manhattan restaurant on 5 July 2021 was very disappointing with powdered eggs, burnt bacon and cold toast. Food was served extremely fast but the quality was not up to par with normal Disney standards and certainly didn’t justify what you expect for a 35€ a plate meal at a 4-star restaurant.",Juillet 2021,Commentaire envoyé le 7 juillet 2021
502,Nicole,9.0,France,,Brand new very close to park amazing decoration amazing staff,Restaurants very expensive for very average food,Juillet 2021,Commentaire envoyé le 4 juillet 2021
503,Thufason,5.0,Royaume-Uni,,Rooms,That restaurants were fully booked. Quality of breakfast,Septembre 2022,Commentaire envoyé le 26 septembre 2022
504,Alban,1.0,Albanie,,nothing,everything,Août 2022,Commentaire envoyé le 4 septembre 2022
505,Madeline,6.0,Suisse,,We were a 10 minute walk from the amusement park. We were happy to have a coffee machine and a small bar fridge in the room. We were happy to have air conditioning in the room.,"The hotel was extremely overpriced. We thought there would be more about the marvel characters, but there were just pictures. The hot tub wasn't hot and wasn't relaxing. The pool wasn't graduated, and had not shallow area for small children, and also was too deep for most adults to comfortably walk in. The pool area was quite dirty. Lots of bird poop on the deckchairs outside (and maybe in the pool) and no one around cleaning things up, it seemed. There was a good all you could eat buffet at an outrageous price at The Downtown Restaurant in the hotel. There was another restaurant called The Empire State Lounge, that we were told had exactly the same buffet available at exactly the same outrageous price--however, this wasn't true. The Empire State Lounge charged the same price but had very few items on their buffet. Last, but not least, was the disappointment of the Disney Park. What a rip off!!! You have to line up for over an hour for each ride, and in two instances, only to be told that the ride had to be shut down for maintenance. There were thousands and thousands of people at the park and no crowd control. It was dangerous. The park was also gross and dirty and garbage all over the place. We saw no Disney characters, either, like you see in California. I guess they decided the place was too crowded and germ infested for them and did the sensible thing and stayed away.",Août 2022,Commentaire envoyé le 6 août 2022
506,Timo,1.0,Suisse,,"Do not book this hotel in Booking.com if you want to go to the disney land. If you book in booking, the tickets are NOT included and you have to pay about 120 euros a day for a ticket. But room price is the same as in their website. Its a bit of a fraud for me.","Do not book this hotel in Booking.com if you want to go to the disney land. If you book in booking, the tickets are NOT included and you have to pay about 120 euros a day for a ticket. But room price is the same as in their website. Its a bit of a fraud for me.",Juillet 2022,Commentaire envoyé le 30 juillet 2022
507,David,5.0,Malte,,"The room was nice and clean and very close to the park. Well, it's what I paid for after all!!",The staff weren't very accommodating or helpful. Paid a lot to stay at the Empire state club bit they couldn't even provide an early 7am room breakfast even though I booked it 12 hours earlier. Checking was also very long and inefficient.,Juillet 2022,Commentaire envoyé le 3 juillet 2022
508,Suliman,2.0,Qatar,,The location,The air conditioner system is very bad .. very warm room .. could not sleep !,Juin 2022,Commentaire envoyé le 22 juin 2022
509,Mohammad,4.0,Koweït,,The atmosphere of Marvel,"The elevator was out of order and under maintenance for 5 days, and I have to activate the keys of the rooms 3 times every day, I have to ask for dental kits and slippers because there is nothing in the room and finally the room service restaurant is only Italian food.",Juin 2022,Commentaire envoyé le 14 juin 2022
510,Alexandra,5.0,Grèce,,very small room for a family,,Juin 2022,Commentaire envoyé le 10 juin 2022
511,John,5.0,Royaume-Uni,,"It's arguably the best place to stay for the kids. Swimming Pool was quite nice. Room was good, except about a mile from the entrance / exit.Meet Spiderman and the Marvel Experience was excellent, All in all the kids rated it 100 out of 10, so not all bad :)",The price is ridiculous. Daylight robbery. It is only a hotel room and a few plastic displays. How on earth can you justify 600 pounds a night ? Pay for one night and then get the hell away from these rip off merchants and never go back !,Juin 2022,Commentaire envoyé le 3 juin 2022
512,Cristina,3.0,Émirats arabes unis,,Location is the best asset of this hotel,"the value for the money you pay is not worth it. The staff is not very friendly and the hotel is basic when it comes to the givens to the clients. Minibar is empty, staff don't even help with the luggage, not even amenities in the rooms and neither sleepers or bathrobes to go down to the pool. For a hotel of 940 euros per night, I would definitely expect a lot more.",Avril 2022,Commentaire envoyé le 8 avril 2022
513,Rebecca,1.0,Royaume-Uni,,I really liked leaving.,"At around 10pm when we returned to our room there was repeated loud noise that sounded like chairs being dragged around. Initially we waited for the sound to stop for about half an hour then when we realised it was not going to we rang reception à number of times describing the noise and explaining this was keeping our children awake. Over the course of 4 or 5 phone calls the reception staff stated they would send someone to check the noise, each time stating no one had been yet - even though this was over an hour since the first call. Eventually at 11.15 my husband realised the noise was from the restaurant below and therefore would continue for hours. The noise then started again at 5am and continued all morning.  The manager was extremely rude and rolled his eyes and interrupted when I tried to explain what was happening.",Mars 2022,Commentaire envoyé le 14 mars 2022
514,George,5.0,Liban,,Close to the Park rooms are Nice,Restaurant staff needs a Serious training and  character building to fit the Hotel’s Level like the Front Desk and Go Happy Disney Experience Also Priority Should be given to Hotel Guests in the restaurants and Bookings Room service menu should have a wider variety!,Février 2022,Commentaire envoyé le 1 mars 2022
515,Fwzals,3.0,Koweït,,location and theme for kids,"rooms were dirty and housekeeping is not consistent. Trash was not picked up, cleaning rags were left behind, and pillow cases had stains. Bathroom towel rack fell on my shoulders after bumping it with my head.",Février 2022,Commentaire envoyé le 1 mars 2022
516,محمد,5.0,Émirats arabes unis,,Liked the new refurbishment of hotel,"Expected check in time supposed to be at 3pm , however, he checked in at 5pm, with no compensation, and staff said this is a normal time for checking in.",Février 2022,Commentaire envoyé le 16 février 2022
517,Al-sinaidi,4.0,Oman,,Location of the place,"1- beds are so uncomfortable and they gave us two separate queens beds even when they knew we are on our honeymoon, which was so uncomfortable and both odd us couldn’t sleep well all night. 2- The air conditioning system is so poor. the air which was coming was so little to nothing, and couldn’t open the windows because there weren’t opening except for one which opens two inches only. 3- The sounds of the TV was very low , we couldn’t hear much even when we put the sound to max. they put max limit on the tv which was very low. Definitely wouldn’t recommend it to any friend.",Février 2022,Commentaire envoyé le 16 février 2022
518,Sarah,2.0,Royaume-Uni,,Location- close to Disney.,"-45 min to check in -asked 3 times to get a baby cot that I previously requested by email (which they confirmed), received the cot at 10pm which is unacceptable for a baby -for a Disney/Marvel hotel i expected more marvel attractions, hotel is quite plain overall - drinks 16 euros, ice lolly 5 euros, small dessert 10 euros; food and drink overall very expensive!  - bed are very hard",Décembre 2021,Commentaire envoyé le 16 décembre 2021
519,Joel,6.0,Irlande,,Great decoration and overall look of the hotel,not so clean,Décembre 2021,Commentaire envoyé le 2 décembre 2021
520,Afa,5.0,Royaume-Uni,,newly refurbished nicely designed . front house very friendly and helpful,"was allocated a dirty room, there was no coordination between housekeeping and the front desk . the room keys took ages and few trips up and down to work.",Novembre 2021,Commentaire envoyé le 28 novembre 2021
521,Sophie,6.0,Suisse,,Clean and ideally located for the theme parks.,"For such a high price, the clogged basin and empty bottle of shampoo were not expected.",Novembre 2021,Commentaire envoyé le 26 novembre 2021
522,Zoran,1.0,Croatie,,-,The most unhelpful staff dealing with bookings coming from booking.com ever. Daft.,Novembre 2021,Commentaire envoyé le 19 novembre 2021
523,Edward,6.0,Royaume-Uni,,Family room. Not a bad size. Clean tidy and adequate. Front desk staff were nice and helpful.,The food options available. My kids eat a bowl of cereal for breakfast and thats it. So if I want them to have breakfast in the hotel i'm forced to pay 23 Euros for that.(each) There is no other option available. Until this changes i'll not be staying in this or another hotel with the same pricing structure. Room service knocked on my door 2 hours before our checkout time and we're genuinely annoyed that we were still there! They then cam back an hour later! For this reason I stayed until the last minute!,Octobre 2021,Commentaire envoyé le 5 novembre 2021
524,Tamara,6.0,Singapour,,Location - within walking distance to Euro Disney Theme Park,"Room ( 129) was very noisy and was kept awake till late in the night. Although I contacted receptionist, nothing was done about the noise. The hotel was very crowded and we were not able to get a dinner reservation. Definitely not Covid safe.",Octobre 2021,Commentaire envoyé le 26 octobre 2021
