,0,1,2,3,4,5,6,7
657,Benjamin,8.0,Pays-Bas,,The location is good and the Cars theme is well done. We also liked the room and the restaurant a lot!,"It’s too expensive for what you get. But hey, what else is new.",Juillet 2022,Commentaire envoyé le 21 juillet 2022
658,Leslie,7.0,Royaume-Uni,,"The environment surrounding the hotel is what I liked the most, it was a good 20 mins walk to the park entrance as you go through the other hotels of the park but it's along a river in a very green and well maintained area which is lovely. The hotel and room itself was nice. Would not be worth the price if it was located anywhere else but you do pay for the convenience of being in the resort. The room was fairly big, plenty of space for just myself and my toddler. Wifi was good, the room was clean, lots of storage space. Good bathroom with a bath. The other great aspect of it was the possibility of meeting a character in the hotel lobby from 7pm to 10pm. We met Minnie mouse, there was a small queue but it's also a Photopass opportunity. We also came across two very helpful cast members for directions and luggage, who went above and beyond to help us and that was great.","The reception staff did not explain really well the benefits associated with being in the hotel, I wish they had been more proactive with this but I had done my own research so it was OK. It is crucially important for example to know that staying in one of the park hotels gives you access to the park an hour early, allows you to meet a character in the lobby and that there are regular shuttle buses to the park that take 5 mins. None of this was explained, I had to ask / read that for myself which is a shame.  The breakfast was OK, we were happy enough with it but that's it, not exceptional.",Juillet 2022,Commentaire envoyé le 12 juillet 2022
659,Martina,9.0,Slovaquie,,"Location, free shuttle bus to the parks, big room. Cleaned daily. Comfortable bed.","Expensive breakfast - 21e adult, 14e child. Choices limited (only scrambled egg, no different egg options). Quality of the food low. Full restaurant. Long waiting time.",Juillet 2022,Commentaire envoyé le 7 juillet 2022
660,Shepherd,9.0,Royaume-Uni,,"Great way to do Disneyland on a budget. It’s the cheapest of the Disney hotels, but it certainly has the basics you need if you plan to spend most of your time in the parks and the city of Paris.",Cleaners perhaps could’ve been a bit more thorough. But no major issues.,Juillet 2022,Commentaire envoyé le 4 juillet 2022
661,Graham,8.0,Royaume-Uni,,"themed , breakfast , location",a bit tired and worn,Juin 2022,Commentaire envoyé le 26 juin 2022
662,Han,8.0,Allemagne,,Location was perfect to visit Disney land and you can enter one hour early.  Every 10 min shuttle bus to Disney land.  Of course staff was so kind too!,Hotel room was little bit old.,Juin 2022,Commentaire envoyé le 20 juin 2022
663,Rokas,8.0,Lituanie,,walking distance from disneyland. You can park car just outside,"…well it has been quite sime time since it was refurbished, feels it’s age",Juin 2022,Commentaire envoyé le 19 juin 2022
664,Ricardo,7.0,Portugal,,Location and simplicity,"Small, characterless rooms",Mai 2022,Commentaire envoyé le 18 juin 2022
665,Ratchanee,7.0,Royaume-Uni,,I love a location,a pillow,Juin 2022,Commentaire envoyé le 6 juin 2022
666,Michelle,9.0,Royaume-Uni,,"Our little boy loved our stay here, and it was so convenient for walking to the Disneyland Parks.",,Mai 2022,Commentaire envoyé le 5 juin 2022
667,Julie,7.0,Royaume-Uni,,Staff were very helpful.,The beds were too hard. The room was too stuffy. Lack of air conditioning.,Juin 2022,Commentaire envoyé le 5 juin 2022
668,Andrew,7.0,Allemagne,,had everything you need,"mattress, very poor.",Mai 2022,Commentaire envoyé le 31 mai 2022
669,Dawn,8.0,Royaume-Uni,,Ease of booking. Location and cleanliness.,Buffet food plentiful but not hot enough. Lack of access to free drinking water.,Mai 2022,Commentaire envoyé le 26 mai 2022
670,Michael,8.0,Royaume-Uni,,Great location for Disney and quiet. Shuttle bus every 10 minutes running from early morning to late at night.,Room overheated quickly. Could have had more storage/power supplies around the beds.,Mai 2022,Commentaire envoyé le 26 mai 2022
671,Charlotte,9.0,Royaume-Uni,,Quick Walk to the Disney Village and great value for money property.The check in staff were super friendly and the security always had a welcoming smile on their face.,The rooms were a little tired looking and could do with a bit of a an update.,Mai 2022,Commentaire envoyé le 12 mai 2022
672,Laura,9.0,Italie,,Very good and clean hotel close to Disneyland.,,Mars 2022,Commentaire envoyé le 23 avril 2022
673,Jody,9.0,Royaume-Uni,,"lovely theming, nice walk to parks",,Mars 2022,Commentaire envoyé le 22 avril 2022
674,Daniel,8.0,Royaume-Uni,,On site Disney hotel and the price,No Kettle and the bath panel was loose and bath plug wouldn't stay and only worked with putting your feet on it,Mars 2022,Commentaire envoyé le 1 avril 2022
675,Rutairat,8.0,Royaume-Uni,,Friendly staffs with Lightning McQueen theme.,no fridge and no air con,Mars 2022,Commentaire envoyé le 29 mars 2022
676,Caz,9.0,Royaume-Uni,,we have stayed three times now at the Santa fe its a lovely hotel rooms are very clean and confortable and we will saty there again,Nothing the hotel is lovely,Mars 2022,Commentaire envoyé le 28 mars 2022
677,Rita,8.0,Royaume-Uni,,Location to the park,No tea or coffee facility on the room,Mars 2022,Commentaire envoyé le 20 mars 2022
678,Shannon,8.0,Royaume-Uni,,the theme was great,,Mars 2022,Commentaire envoyé le 13 mars 2022
679,Claire,9.0,Royaume-Uni,,"loved the theme, loved the free hot drink every day, loved the whole experience",we had 2 rooms booked and they were in different buildings,Mars 2022,Commentaire envoyé le 11 mars 2022
680,Valerio,8.0,Allemagne,,"Great shuttle service to Disneyland, free coffee ☕ everyday with your room card, great Wifi. Very comfortable beds, the staff was very nice and welcoming. Great pricing (for our stay).","The hotel needs another renovation, it is quite worn out and doesn't give you the 100% of being clean.",Mars 2022,Commentaire envoyé le 9 mars 2022
681,Aleksandra,7.0,Slovénie,,Staff very friendly and nice,"Room dirty,old..too much money for nothing",Mars 2022,Commentaire envoyé le 8 mars 2022
682,Genieve,8.0,Irlande,,"Magic extra hour in the park if you stay in the Santa Fe. Excellent location to visit parks. Very frequent shuttle bus. Complementary hot drinks, quiet at night, comfortable beds and characters in lobby for young guests.",Expensive but so is everything in Disneyland.,Février 2022,Commentaire envoyé le 28 février 2022
683,Robin,8.0,Pays-Bas,,"The setting and the decor where great. The surroundings look great. After a full day of Disneyland its the perfect ""coming home to"".",The only thing was that there where a few wall sockets that didn't work. We couldn't charge everything.,Janvier 2022,Commentaire envoyé le 21 février 2022
684,Emma,8.0,Irlande,,"Staff very friendly and helpful, Starbucks onsite was a great treat and open late. Breakfast had a huge variety which didn't need to be booked in advance so decided on the morning. Rooms had cars themed soap, shower gel, and shampoo. Shower/bath great pressure and lovely and warm.vending machines with snacks, fizzy drinks located in a few hotel corridors(shown on map) also you get a free hot chocolate each day with ur room key. The walk to the park was only 10 mins so you could pop back during the day and head back out again! Great value for money. We will be definitely returning again.",Vending machine wouldn't work for us a few times. We ended up going into main building for a drink at the bar.,Janvier 2022,Commentaire envoyé le 3 janvier 2022
685,Emily,7.0,Irlande,,Great location for hotel access and easy to walk to if you don't want to get the shuttle. The staff were extremely nice and helpful. We went for the buffet dinner and the restaurant was lovely and the food and selection was great.,"The rooms are very old, with chipped paint etc in the bathrooms so this hotel really should be the next one to get fully renovated. You get what you pay for but renovations needed.",Novembre 2021,Commentaire envoyé le 2 décembre 2021
686,Zaki,8.0,Arabie saoudite,,Good organized check in procedure with huge receiving guests at limited time frames,No thing,Novembre 2021,Commentaire envoyé le 1 décembre 2021
687,Lauren,9.0,Royaume-Uni,,Within walking distance to the parks. Rooms were clean and considering we were 3 adults travelling with a baby we still had plenty of room.,Could be quite noisy at times.,Novembre 2021,Commentaire envoyé le 27 novembre 2021
688,Rachel,8.0,Royaume-Uni,,The TV had a streaming connection so we could link our phones/ipad to watch films on a night as there werent many English speaking channels.,"the pillows. There were 2, 1 hard and 1 soft. I didnt find those comfortable at all and didnt sleep well.",Novembre 2021,Commentaire envoyé le 22 novembre 2021
689,Robyn,8.0,Royaume-Uni,,"Clean room, comfy beds, free shuttle bus",Very loud being in a room with someone above you. Lots of slamming. Could hear people going to the toilet. People chatting in the hallways.,Novembre 2021,Commentaire envoyé le 21 novembre 2021
690,Collette,9.0,Royaume-Uni,,Staff helpful on the day changing to accessable room,"No reply to emails, request for disabled room, shower had leaked, carpet wet, room cold",Novembre 2021,Commentaire envoyé le 18 novembre 2021
691,Natasha,9.0,Royaume-Uni,,"The rooms are basic but have everything you need for a comfortable night.  Disney provided us with a travel cot as requested.  Beds were comfortable, room was clean and well decorated to the ‘Cars’ theme which my toddler enjoyed.","The queue for the breakfast Buffett was snaking around the property, we decided to give this a miss and eat in the Disney park instead.",Novembre 2021,Commentaire envoyé le 12 novembre 2021
692,Peterdaniels82,9.0,Belgique,,Nice breakfast. friendly staff. Quiet hotel nice theme of cars,No car charging facilities at the hotel.  Strange in 2021.  We were offert a charging spot at an other hotel. our 2 bookings one with booking.com and other with disney didn't have the same room so we had to switch.,Novembre 2021,Commentaire envoyé le 11 novembre 2021
693,Geoffrey,7.0,États-Unis,,Staff was excellent.  The rooms are cute for kids but very small amd the bathrooms are dated. The characters are great and starbucks a bonus. Hotel set up is ok but needs more Disney flair. Like music on the walkways and more kids play areas. Buses run often.,Bathroom and small size. Needs updating for the money. Also some bus drivers are very aggressive making it uncomfortable for people standing on the bus.,Octobre 2020,Commentaire envoyé le 25 octobre 2020
694,Emma,8.0,Danemark,,"Location, theme, service, character in lobby, bath, WiFi magazines, many different channels on tv","A little old and worn, toilet was running",Octobre 2020,Commentaire envoyé le 1 octobre 2020
695,Charlie,7.0,Royaume-Uni,,Great location with a safe walk to the parks.,Check-in took over an hour but I think they were struggling with a new system. Other than that the staff were excellent. Rooms are adequate.,Août 2020,Commentaire envoyé le 26 août 2020
696,Hirofumi,8.0,Pays-Bas,,Convenient to visit Disneyland,,Février 2020,Commentaire envoyé le 17 avril 2020
697,Yulia,8.0,Russie,,Good hotel to have rest after exhausting day in Disneyland,Staff didn't give us opportunity to make photo with Pluto because the time was up even after we said that we were leaving that moment and asked15 seconds of waiting. That moment spoilt all the impression of the hotel.,Février 2020,Commentaire envoyé le 25 mars 2020
698,Bobby,8.0,Royaume-Uni,,The staff and the general atmosphere in the hotel were very pleasant. The shuttle bus from the hotel to Disneyland is free and regular.,A second double bed isn’t really necessary for a room like this for two adults and a child of two. Would have preferred extra chairs (there was only one for three of us) and a kettle. The Starbucks in the hotel is extortionate €17 for a coffee and two sandwiches and there are no other food options in or near the hotel without taking a shuttle bus.,Mars 2020,Commentaire envoyé le 11 mars 2020
699,Jere,7.0,Finlande,,Bed super comfy,Could hear neighbouring rooms and the hallway loudly. Had to knock the neighbor to quiet the music because we couldnt sleep.,Mars 2020,Commentaire envoyé le 10 mars 2020
700,Cullen,7.0,Royaume-Uni,,Free coffee,Only told about free coffee from another guest .... not staff Returned borrowed plug adapter and took a long time to sort out ...... money has not yet been reimbursed into my account,Mars 2020,Commentaire envoyé le 4 mars 2020
701,Rose,7.0,Royaume-Uni,,"Shuttle great, room had all we needed. Warm, nice sheets.",The bathroom smelt of wee.,Mars 2020,Commentaire envoyé le 2 mars 2020
702,Teresita,9.0,Panama,,Clean and comfortable rooms.,Breakfast was expensive. Bus frecuency to travel back and forth to the parks could be improved. Buses were crowded. Waiting area for the bus was really cold.,Février 2020,Commentaire envoyé le 2 mars 2020
703,Denise,9.0,Royaume-Uni,,The decor and theme of the hotel. Good facilities and very clean and good location in order to walk to the Disney Park.,,Février 2020,Commentaire envoyé le 27 février 2020
704,Rebecca,8.0,Royaume-Uni,,Transfers to parks were excellent. My littles ones liked the theme all around the hotel and the characters in the lobby in the morning.,"The only thing I really did not like about the hotel was the breakfast, extremely expensive and the food was not good. Check in queue was over an hour long but I think we maybe arrived at peak check in time.",Février 2020,Commentaire envoyé le 27 février 2020
705,Mm,7.9,Singapour,,Staffs are very friendly. There was a Starbucks just next to the lobby. So it was convenient to have coffee or breakfast:),Our room was a bit far from the lobby (I felt that because It was rainy day...) so had to get wet to reach our room with carrying big luggage. Although there were plenty of towels just in front our room so could use them:),Février 2020,Commentaire envoyé le 23 février 2020
706,Isabella,9.2,Brésil,,"Helpfull staff, transport avaiable to Disneyland park",,Février 2020,Commentaire envoyé le 21 février 2020
707,Danielle,7.5,Allemagne,,"Clean - no frills. Awesome location- 10 min walk to Disney on an easy, well lit, paved path. Extra magic hours were cool too. We got the rate at a great value so I would book again for that price. I did not notice an air conditioner in the room (they had a ceiling fan). That would make me not book for a late spring, summer stay.","Check in staff wasn’t “Disney” friendly-zero explanation of anything. The property is dated. Hair dryer was terrible. Otherwise, all was well.",Février 2020,Commentaire envoyé le 17 février 2020
708,Linda,7.1,Royaume-Uni,,Breakfast Staff Starbucks,Very tired in the bedrooms and needed deep cleaning and refreshing especially the bedroom carpets,Février 2020,Commentaire envoyé le 15 février 2020
709,Karen,9.0,Royaume-Uni,,Close to the park and our room was close to the river so we could walk quite easily. Prefer to walk into the park than get the bus. Close enough to nip over for Dinner in the Chuck Wagon Restaurant in Hotel Cheyenne. We would book again in the future.,Heating not easy to control and we went on a weekend when it was cold!,Février 2020,Commentaire envoyé le 13 février 2020
710,Claire,8.0,Royaume-Uni,,The car theme,"It needs better pillows, the pillows are very little and not comfy at all",Février 2020,Commentaire envoyé le 12 février 2020
711,Tom,7.0,Royaume-Uni,,"Staff were helpful, great option to stay an extra night without paying for park tickets","Despite having instructions to leave used towels in the bath the staff replaced all of them, and the bar of soap / bottles of shampoo which were hardly used.",Février 2020,Commentaire envoyé le 11 février 2020
712,Sarah,7.0,Royaume-Uni,,"Clean and tidy, friendly staff, room was smaller than expected. Ok for 1 night but wouldn't stay for whole holiday. Good theaming for cars fans.","Small room, bath didn't drain when using the shower. Quite a large layout and seemed further away from the parks than advertised. Beds not that comfy.",Février 2020,Commentaire envoyé le 9 février 2020
713,Matt,7.9,Royaume-Uni,,"Great location with a lovely, short walk to the Disney Parks. Quick and easy check-in. Friendly, approachable and helpful staff. Comfortable beds, lovely warm and powerful shower.",Overall the property is looking a little ‘tired’ and in need of refreshment. The on-site buffet restaurant is very overpriced for the quality of food on offer,Février 2020,Commentaire envoyé le 8 février 2020
714,Hannah,9.0,Royaume-Uni,,Check in was very easy and the staff were really helpful and friendly. Room was perfect and the bed so comfortable. Would highly recommend!,,Janvier 2020,Commentaire envoyé le 23 janvier 2020
715,Carla,8.0,Angola,,do hotel e do jantar,,Janvier 2020,Commentaire envoyé le 15 janvier 2020
716,Jorge,9.0,Arabie saoudite,,"Cool environment, friendly staff, location near the parks, excellent theme for rooms and common facilities, bus to park, baggage transfer service, extra Magic hours, Disney characters early morning on Lobby, cleanliness, several languages spoken by personnel, no need for check out.",Dining facilities close early at night.,Janvier 2020,Commentaire envoyé le 13 janvier 2020
717,Leanne,10.0,Royaume-Uni,,Loved the theme of this hotel,Their restaurant didn’t have great tasting food bit bland,Janvier 2023,Commentaire envoyé le 9 janvier 2023
718,Rachel,10.0,Royaume-Uni,,"Love staying at Santa Fe, have stayed a few times before. Cars themed and 15 min walk to Disney along the river. Starbucks on site now is great and everything you need.",,Janvier 2023,Commentaire envoyé le 9 janvier 2023
719,Sarva,4.0,Royaume-Uni,,nothing,it’s a old hotel need renovation,Janvier 2023,Commentaire envoyé le 7 janvier 2023
720,Michelle,1.0,Australie,,It's a good 20 min walk to Disney. The Spanish guy who checked us in was very nice..,We were locked out of our room 3 times. So expensive for the most basic room. Towels and linen was very worn. No replacement soap I had to ring and request some. Staff didn't seem happy,Décembre 2022,Commentaire envoyé le 17 décembre 2022
721,Michelle,4.0,Australie,,I liked the convenience. I'm a big Disney fan but compared to US and Hong Kong this was very disappointing. Staff were friendly,"No soap in the bathroom. It was empty. Towels and hand towels we're very worn one even with holes. Our key stoped working, not even an apology for the inconvenience of having to go to reception and queue for 20 min with little kids exhausted from a full day in Disneyland. Our room was cold. Doors to our block didn't lock. Room doors locked..",Décembre 2022,Commentaire envoyé le 14 décembre 2022
722,Tatiana,6.0,Pérou,,"The closesness to the parks, the bus to the parks.personalize room keys that can be kept as souvenirs is a nice touch. The team is very welcoming and nice","It looks like a very run down hotel, not what you see in any other Disney Resort. The baggage claim is opposite to the front desk so it's annoying having to walk outside and cross the street to drop/pick up your bags. One of the guys accused us of loosing a ticket and was so rude to us almost like kicking us out, that put a sour note to the end of our night. On the walk to the room the corridor to get to the room looks old and outdated, there was a random housekeeping car in the middle of the corridor. The walls are paper thin you can hear everything, the kids running around unsupervised and other people walking to their room later at night, not easy to have a good night sleep. The heater didn't work on one of the room so it was very cold all night. The tv didn't have many channels to choose from. There was a bad smell in the room for a few hours out of nowhere . Everything look so far that we didn't get to see the pool or the restaurant or any other area. For the price I was expecting something more a la par with Disney Orlando.",Novembre 2022,Commentaire envoyé le 2 décembre 2022
723,Leann,5.0,Royaume-Uni,,"Theming was nice, staff friendly",Beds were as hard as the road! Solid. So glad we were only staying for 1 night before moving to another hotel. Room also a bit dated. Definitely in need of an update.,Novembre 2022,Commentaire envoyé le 22 novembre 2022
724,Danielle,1.0,Irlande,,,"very basic damp musty smelling rooms, dirty carpets, filthy lifts, no vending machines working.",Novembre 2022,Commentaire envoyé le 19 novembre 2022
725,Clarissa,10.0,Australie,,"great service, convenient, close to Disneyland",bed mattress is a bit old and too soft,Novembre 2022,Commentaire envoyé le 15 novembre 2022
726,Neil,5.0,Royaume-Uni,,location,mould in the bathroom. uncomfortable beds,Novembre 2022,Commentaire envoyé le 15 novembre 2022
727,Momoka,10.0,Royaume-Uni,,"great decorations in theme with Cars, early entry into the park, frequent buses to Disneyland","snack machines were broken, luggage queue in the morning very very long",Novembre 2022,Commentaire envoyé le 12 novembre 2022
728,Roxanna,10.0,Royaume-Uni,,The staff were lovely and helpful.  The shuttle between park and hotel was great and regular.  The hotel room was big and had plenty of room for storage.,The room was too hot at night even with a ceiling fan and had to strip off the insulated mattress protector to sleep. The hotel was very expensive at just under £700 for 2 nights.,Octobre 2022,Commentaire envoyé le 30 octobre 2022
729,Jason,10.0,Nouvelle-Zélande,,We liked the theme of the room/Hotel. Our kids really enjoyed meeting Goofy.,The shower was not good.,Octobre 2022,Commentaire envoyé le 14 octobre 2022
730,Brendan,4.0,Australie,,Friendly staff and great location near Disney park.,"The hotel room did not have any standard amenities such as a kettle or fridge. The safe/security box didn't work, cobwebs in the room, dirty floor, shower leaked and bathroom needed updating. The curtain was also held together by a hair bobby pin. Price was expensive for run-down hotel.",Octobre 2022,Commentaire envoyé le 12 octobre 2022
731,Alvin,10.0,Philippines,,value for money,no slippers but not a real disappointment but should have one by request,Octobre 2022,Commentaire envoyé le 8 octobre 2022
732,Vikki,10.0,Royaume-Uni,,amazing location with fantastic staff.,"nothing, it was perfect!",Septembre 2022,Commentaire envoyé le 4 octobre 2022
733,Jade,4.0,Australie,,the location of the property was good,"That the rooms were not sound proof, when I tried to ring reception twice to advise them of the loud guests next door they did not answer.",Septembre 2022,Commentaire envoyé le 28 septembre 2022
734,Molkogirl,10.0,Royaume-Uni,,"Staff at check in amazing. Starbucks onside great for breakfast, no queue and 20 euros for 2 people with drinks, crossings etc",Vending machines didn't work- not good when came back from park after fireworks thirsty and nothing open.,Septembre 2022,Commentaire envoyé le 27 septembre 2022
735,Kathryn,3.0,Royaume-Uni,,clean and tidy,"we are a family of 3, but two are disabled and we were put in a 1st floor room. as we were only staying 1 night we managed but it caused huge difficulty getting up stairs as the lft was broken. we were both in pain by the time we got to our room.",Septembre 2022,Commentaire envoyé le 25 septembre 2022
736,Amy,3.0,Royaume-Uni,,The Cars theme of the hotel. Welcome from the staff. Location to the Disney parks.,"The facilities of the hotel. The Rooms were pretty bad. Very dated. On arrival, which was 10pm at night, there was a cleaners frilly with clean towels on in the corridor which we had to try to pass with out buggy. Corridor was a small space. On arrival into our room. The buggy touched a panel and it fell off onto the floor. Luckily my children were behind me. This would have hurt them if they had been in from of it.  We requested a cot for baby and side guards for toddle. We had the cot but not side guards, therefore they had to be requested again.  The rooms had a stale smell to them. I’m not sure wether this is because the carpets hadn’t been renewed for a very long time.  The bathroom was basic. Also had a mould smell to it. I think this was the shower curtain in there. Also when I went to have a shower. I was unable to do so as the nozzle that you pull up to change from a bath into superheat had broken. Therefore had to have a bath myself rather than a quick shower late at night.  The hairdryer was a wall fixed one in the bathroom. Which was inconvenient with young children.  There was no little supply of tea,coffee and milk in the room. A kettle had to be requested fir us to make the baby a feed. You had a limit on your key card of 1 hot drink per person per day, which you had to leave your room and locate at a different block in the hotel. Not a comfortable thing to do late at night when needing a hot drink before bed.  Also there was not breakfast tea, just herbal, therefore had a hot chocolate instead which tasted and looked like dish water. This was the same for my husbands coffee.  Breakfast was okay. Did have a school canteen feel to it though. With trays etc.  This hotel has massive potential and can be lovely with just a little refurbishment and adding the small details. Like tea and coffee in the rooms.",Septembre 2022,Commentaire envoyé le 20 septembre 2022
737,Alexandrea,5.0,États-Unis,,"The location was great, parking was free, there was dining on site that stayed open late which was nice when going to the parks.","Bed was not comfortable, room was small, no water kettle, coffee maker, or fridge.  Bathroom wasn’t super clean.",Septembre 2022,Commentaire envoyé le 12 septembre 2022
738,Laura,2.0,Royaume-Uni,,the fact we could access the park as annual pass holders,"dated, fan didn’t work, things falling off wall, no kettle in room",Août 2022,Commentaire envoyé le 28 août 2022
739,Bilkiss,10.0,Royaume-Uni,,"The four complimentary hot drinks per day and the park being so close at walking distance of 12 mins, didn’t need a shuttle",N/a,Août 2022,Commentaire envoyé le 15 août 2022
740,Yvette,2.0,États-Unis,,Close to the park,Roaches in the room no air conditioning,Juillet 2022,Commentaire envoyé le 7 juillet 2022
741,Sagar,1.0,Inde,,nothing,we hated this property such dirty property with no proper staff,Mai 2022,Commentaire envoyé le 3 juillet 2022
742,Susana,6.0,Espagne,,limpio,escaleras sin ascensor,Juin 2022,Commentaire envoyé le 30 juin 2022
743,Xiaodong,5.0,Irlande,,location,No kettle for water,Juin 2022,Commentaire envoyé le 27 juin 2022
744,Berry,1.0,États-Unis,,We liked nothing!!!!!!! There were his everywhere.  We left at 3 am beside it was so disgusting!  We moved to another hotel,Worst hotel ever!!!!,Juin 2022,Commentaire envoyé le 26 juin 2022
745,Marie-laure,10.0,France,,Tres bel hotel. personnel tres agreable,,Juin 2022,Commentaire envoyé le 16 juin 2022
746,Julie,10.0,Royaume-Uni,,"Lovely clean hotel, comfortable beds, staff members all friendly","Our room was furthest away, quite a long walk after watching fireworks, buses too busy",Juin 2022,Commentaire envoyé le 9 juin 2022
747,Sarah,5.0,Royaume-Uni,,- Easy walking distance to the Disney parks - My children loved the styling and the Disney TV channels - The occasion we did get to meet a character - Starbucks on site,"- I couldn’t believe how old and run down and simply dirty the properly is for the £250/night we paid! I’ve stayed at the older cheaper WDW hotels and they are spotless  - corridors absolutely filthy, in the midst of redecoration and should be closed - Awful smell in our room - Room is really small for 4 people - Lack of security to enter our hotel building - First night we went to see Mickey an hour before he was due to leave but line closed. At the price we paid for this opportunity, I was really angry.",Juin 2022,Commentaire envoyé le 6 juin 2022
748,Klevisa,10.0,Royaume-Uni,,Everything,,Juin 2022,Commentaire envoyé le 6 juin 2022
749,Chela,6.0,États-Unis,,close to park,limited laundry on property,Juin 2022,Commentaire envoyé le 5 juin 2022
750,Joanna,6.0,Royaume-Uni,,The hotel is a comfortable distance to the Disney Parks. The cast member at check in was friendly. The room was clean.,The lobby has no theming and the hotel theming in general is lacklustre (compared to the Cheyenne which doesn't cost much more and has an amazing lobby). Some common areas look run down (damaged doors etc). One of the beds in our room was so creaky it sounded ready to fall apart and the other bed was quite hard. Also the water pressure in the shower was painfully high! And the shower head didn't fit properly in the holder so it occasionally fell backwards and shot upwards to the ceiling during use.,Mai 2022,Commentaire envoyé le 18 mai 2022
751,Eduardo,2.0,Brésil,,Location,"Comfort, strcuture",Avril 2022,Commentaire envoyé le 18 mai 2022
752,Ashley,1.0,États-Unis,,transfer to park,hotel workers were rude and uncomfortable beds,Mai 2022,Commentaire envoyé le 17 mai 2022
753,Jade,1.0,Royaume-Uni,,location,"everything I had holes in my walls of the hotel the bath panel was coming off and it hurt my daughter I have got pictures to prove this , I have compained to disney but not had a response yet, the food was freezing and just horrible the hotel absolutely stank",Mars 2022,Commentaire envoyé le 23 avril 2022
754,Natasha,6.0,Royaume-Uni,,Nice walk into Disney. Great to have Starbucks onsite. Liked the layout/style.  Character meet in Reception was great.,"Quite basic, but clean and adequate.",Avril 2022,Commentaire envoyé le 21 avril 2022
755,Veronica,3.0,Royaume-Uni,,,"the bath tub got stuck in our room, the water didn’t go at all, which made us have to take a super fast shower, as we only stay for one night, we didn’t ask for room changing… this was such a bad experience with Disney hotel… the hotel is surely over price!",Avril 2022,Commentaire envoyé le 18 avril 2022
756,David,5.0,Royaume-Uni,,Location was ok to walk to avoid over crowded shuttles. We liked the disney characters at hotel in evening.,Very dated rooms. Nothing for kids to do in the evening. Bar was also closed.,Avril 2022,Commentaire envoyé le 1 avril 2022
757,Samantha,2.0,Royaume-Uni,,Staff were great!,Very out dated… carpets were very badly stained,Mars 2022,Commentaire envoyé le 26 mars 2022
758,Carolina,10.0,Brésil,,"Everything! Theme, staff, clean, vibe, distance from parks, looooooved it all!",,Mars 2022,Commentaire envoyé le 10 mars 2022
759,Louisa,6.0,Pays-Bas,,Close to disney land park,Dated interior Small room Bed not very comfortable,Mars 2022,Commentaire envoyé le 7 mars 2022
760,Kerry,10.0,Royaume-Uni,,Everything,,Février 2022,Commentaire envoyé le 1 mars 2022
761,George,1.0,Royaume-Uni,,,rude unhelpful staff  discrimination against disabled people  staff try to rip you off by adding things to the bill you haven’t ordered  big point if you in a electric wheelchair there will not let you board the bus,Février 2022,Commentaire envoyé le 4 février 2022
762,Agnes_who,5.0,Pays-Bas,,Location- close to parks (walking distance). General feel of the place (decor)- especially if you like Cars :),"The checkin took really long. Lady who took care of us just walked away few times, and was gone for a long time. The room was not properly cleaned. There was dust on furniture and fixings. Splatter and strange smudges on the tiles in the bathroom. Mold on the ceiling. Bath and toilet were not clean. But we couldn't use the shower even if we wanted to, since there was no hot water. After running the tap for 15 minutes it got lukewarm. Heating switched off in tge middle of tge night (in January).  Tried contacting the hotel to give feedback but got ignored.  Not worth the money- and especially concerning during pandemic.",Janvier 2022,Commentaire envoyé le 7 janvier 2022
763,Simon,10.0,Royaume-Uni,,On arrival we went to reception and one of our two rooms were ready this was 11am so we put all The luggage in the one room and awaited a text for the second . Rooms were comfy clean and had a great cars theme that the kids loved ! We had booked a further stay direct with Disney and they allowed us to keep our rooms to save moving .,Hot drinks vending machine could have been closer,Novembre 2021,Commentaire envoyé le 27 décembre 2021
764,Chloe,10.0,Royaume-Uni,,proximity to Disneyland park was excellent!,,Novembre 2021,Commentaire envoyé le 15 décembre 2021
765,Natalie,5.0,Nouvelle-Zélande,,Friendly helpful staff Easy walking distance to Disneyland,"Maintenance issues, Bath didn't drain, wifi didn't work, safe didn't work. Pretty poor.",Décembre 2021,Commentaire envoyé le 11 décembre 2021
766,Seb1980,5.0,Royaume-Uni,,Easy acces to Disney parks Friendly staff,No play ground for kids Hard to find a car park at the facility,Novembre 2021,Commentaire envoyé le 7 novembre 2021
767,Aryan,1.0,Pays-Bas,,location,rooms are dirty and very hot. There is no airco in the room. There is not even a fridge in the room. It was also a challenge to to find a spot to park my car.,Août 2020,Commentaire envoyé le 5 août 2020
768,Kloe,5.0,Royaume-Uni,,The bed was comfortable. The shuttle was handy but the queues to get on were horrific. We preferred to walk as it was nice to see the other Disney hotels.,The corridors were filthy - carpets were stained. The room smelled of cheap deodorant when we walked in and then of cigarettes as people we’re smiling outside next to the room.,Mars 2020,Commentaire envoyé le 8 mars 2020
